	W1	W2	pred
3615	child	small child	reverseentailment
3616	grass	area	forwardentailment
3617	grass	child	independent
3618	grass	outdoors	independent
3619	grass	steps	disjoint
3620	grass	grassy area	independent
3621	grass	small child	independent
3622	outdoors	area	forwardentailment
3623	outdoors	child	independent
3624	outdoors	steps	independent
3625	outdoors	grassy area	reverseentailment
3626	outdoors	small child	independent
3627	steps	area	forwardentailment
3628	steps	child	independent
3629	steps	outdoors	disjoint
3630	steps	grassy area	independent
3631	steps	small child	independent
3632	area full of grass	area	forwardentailment
3633	area full of grass	child	independent
3634	area full of grass	outdoors	independent
3635	area full of grass	steps	independent
3636	area full of grass	grassy area	synonym
3637	area full of grass	small child	independent
3638	of grass	in a grassy area	independent
3639	of grass	grassy	forwardentailment
3640	of grass	small	independent
3641	full	in a grassy area	independent
3642	full	grassy	independent
3643	full	small	disjoint
3644	small	in a grassy area	independent
3645	small	grassy	independent
3646	concrete	area	independent
3647	concrete	child	independent
3648	concrete	outdoors	independent
3649	concrete	steps	independent
3650	concrete	grassy area	disjoint
3651	concrete	small child	independent
3652	staircase	area	forwardentailment
3653	staircase	child	independent
3654	staircase	outdoors	independent
3655	staircase	steps	synonym
3656	staircase	grassy area	disjoint
3657	staircase	small child	independent
3658	sweater	area	independent
3659	sweater	child	independent
3660	sweater	outdoors	independent
3661	sweater	steps	independent
3662	sweater	grassy area	disjoint
3663	sweater	small child	independent
3664	concrete staircase	area	independent
3665	concrete staircase	child	independent
3666	concrete staircase	outdoors	independent
3667	concrete staircase	steps	forwardentailment
3668	concrete staircase	grassy area	disjoint
3669	concrete staircase	small child	independent
3670	little child	area	independent
3671	little child	child	forwardentailment
3672	little child	outdoors	independent
3673	little child	steps	independent
3674	little child	grassy area	independent
3675	little child	small child	reverseentailment
3676	pink sweater	area	independent
3677	pink sweater	child	independent
3678	pink sweater	outdoors	independent
3679	pink sweater	steps	independent
3680	pink sweater	grassy area	independent
3681	pink sweater	small child	independent
3682	little	in a grassy area	independent
3683	little	grassy	independent
3684	little	small	synonym
3685	pink	in a grassy area	independent
3686	pink	grassy	independent
3687	pink	small	independent
3688	kid	ball	independent
3689	kid	child	synonym
3690	kid	snow ball	disjoint
3691	orange	ball	disjoint
3692	orange	child	independent
3693	orange	snow	disjoint
3694	orange	snow ball	disjoint
3695	snowball	ball	forwardentailment
3696	snowball	child	independent
3697	snowball	snow	forwardentailment
3698	snowball	snow ball	forwardentailment
3699	kid in orange	ball	independent
3700	kid in orange	child	independent
3701	kid in orange	snow	disjoint
3702	kid in orange	snow ball	disjoint
3703	playing	made	independent
3704	outside with a snowball	by a child	independent
3705	with a snowball	by a child	independent
3706	bench	palm	disjoint
3707	bench	people	disjoint
3708	bench	trees	disjoint
3709	bench	Three people	disjoint
3710	bench	palm trees	disjoint
3711	front	bench	independent
3712	front	palm	independent
3713	front	trees	independent
3714	front	Three people	independent
3715	front	palm trees	independent
3716	restaurant	bench	disjoint
3717	restaurant	palm	disjoint
3718	restaurant	trees	disjoint
3719	restaurant	Three people	independent
3720	restaurant	palm trees	disjoint
3721	people	bench	disjoint
3722	people	palm	independent
3723	people	trees	disjoint
3724	people	Three people	independent
3725	people	palm trees	disjoint
3726	front of a restaurant	bench	independent
3727	front of a restaurant	palm	disjoint
3728	front of a restaurant	people	independent
3729	front of a restaurant	trees	disjoint
3730	front of a restaurant	Three people	independent
3731	front of a restaurant	palm trees	independent
3732	dog	grey	independent
3733	dog	surface	independent
3734	dog	big brown dog	independent
3735	dog	rocky surface	independent
3736	dog	small grey dog	independent
3737	grey	dog	independent
3738	grey	surface	independent
3739	grey	big brown dog	disjoint
3740	grey	rocky surface	independent
3741	grey	small grey dog	independent
3742	surface	dog	independent
3743	surface	grey	independent
3744	surface	big brown dog	independent
3745	surface	rocky surface	reverseentailment
3746	surface	small grey dog	independent
3747	large brown dog	dog	independent
3748	large brown dog	grey	independent
3749	large brown dog	surface	independent
3750	large brown dog	big brown dog	forwardentailment
3751	large brown dog	rocky surface	disjoint
3752	large brown dog	small grey dog	disjoint
3753	rocky surface	dog	independent
3754	rocky surface	grey	independent
3755	rocky surface	surface	forwardentailment
3756	rocky surface	big brown dog	disjoint
3757	rocky surface	small grey dog	independent
3758	small grey dog	dog	forwardentailment
3759	small grey dog	grey	independent
3760	small grey dog	surface	independent
3761	small grey dog	big brown dog	disjoint
3762	small grey dog	rocky surface	independent
3763	brown	big	independent
3764	brown	rocky	independent
3765	brown	small	independent
3766	brown	on a rocky surface	independent
3767	large	brown	independent
3768	large	rocky	independent
3769	large	small	disjoint
3770	large	on a rocky surface	independent
3771	rocky	big	independent
3772	rocky	brown	independent
3773	rocky	small	independent
3774	rocky	on a rocky surface	independent
3775	small	big	disjoint
3776	small	brown	independent
3777	small	rocky	independent
3778	small	on a rocky surface	independent
3779	on a rocky surface	big	independent
3780	on a rocky surface	brown	independent
3781	on a rocky surface	rocky	independent
3782	on a rocky surface	small	independent
3783	river	boys	independent
3784	river	rocks	independent
3785	river	Three boys	independent
3786	river	rocks along a river	independent
3787	boys	river	independent
3788	boys	rocks	independent
3789	boys	Three boys	independent
3790	boys	rocks along a river	independent
3791	rocks	river	independent
3792	rocks	boys	independent
3793	rocks	Three boys	independent
3794	rocks	rocks along a river	reverseentailment
3795	Three boys	river	independent
3796	Three boys	boys	independent
3797	Three boys	rocks	independent
3798	Three boys	rocks along a river	independent
3799	rocks along a river	river	independent
3800	rocks along a river	boys	independent
3801	rocks along a river	rocks	forwardentailment
3802	rocks along a river	Three boys	independent
3803	resting	walking	disjoint
3804	man	mask	independent
3805	man	elaborate black mask	independent
3806	man	man dressed in black	independent
3807	mask	man	independent
3808	mask	elaborate black mask	reverseentailment
3809	mask	man dressed in black	independent
3810	elaborate black mask	man	independent
3811	elaborate black mask	mask	forwardentailment
3812	elaborate black mask	man dressed in black	independent
3813	wearing	dressed	synonym
3814	dressed	wearing	synonym
3815	black	in black	independent
3816	black	elaborate	independent
3817	elaborate	in black	independent
3818	elaborate	black	independent
3819	car	daughter	independent
3820	car	father	disjoint
3821	car	girl	independent
3822	car	go-kart	disjoint
3823	street	daughter	independent
3824	street	father	independent
3825	street	girl	independent
3826	street	go-kart	independent
3827	toy	daughter	independent
3828	toy	father	disjoint
3829	toy	girl	independent
3830	toy	go-kart	independent
3831	children	daughter	reverseentailment
3832	children	father	disjoint
3833	children	girl	independent
3834	children	go-kart	independent
3835	Two children	daughter	independent
3836	Two children	father	disjoint
3837	Two children	girl	independent
3838	Two children	go-kart	disjoint
3839	toy car	daughter	independent
3840	toy car	father	independent
3841	toy car	girl	independent
3842	toy car	go-kart	independent
3843	playing	pushing	independent
3844	playing	watching	disjoint
3845	in the street	on a go-kart	independent
3846	with a toy car	on a go-kart	independent
3847	small	on a go-kart	independent
3848	dog	brown dog	reverseentailment
3849	dog	tall green grass	independent
3850	field	grass	independent
3851	field	brown dog	independent
3852	field	tall green grass	independent
3853	grass	brown dog	independent
3854	grass	tall green grass	reverseentailment
3855	field of tall grass	dog	independent
3856	field of tall grass	grass	independent
3857	field of tall grass	brown dog	independent
3858	field of tall grass	tall green grass	independent
3859	golden dog	dog	forwardentailment
3860	golden dog	grass	independent
3861	golden dog	brown dog	disjoint
3862	golden dog	tall green grass	independent
3863	tall grass	brown dog	independent
3864	tall grass	tall green grass	reverseentailment
3865	golden	through tall green grass	independent
3866	golden	brown	disjoint
3867	golden	green	disjoint
3868	golden	tall	independent
3869	tall	through tall green grass	independent
3870	tall	green	independent
3871	fashion	cap	independent
3872	fashion	shirt	independent
3873	fashion	vest	independent
3874	fashion	woman	independent
3875	fashion	white cap	independent
3876	fashion	white vest	independent
3877	hat	cap	reverseentailment
3878	hat	shirt	disjoint
3879	hat	vest	disjoint
3880	hat	woman	independent
3881	hat	white cap	reverseentailment
3882	hat	white vest	independent
3883	mouth	cap	disjoint
3884	mouth	shirt	disjoint
3885	mouth	vest	disjoint
3886	mouth	woman	independent
3887	mouth	white cap	independent
3888	mouth	white vest	independent
3889	uniform	cap	independent
3890	uniform	shirt	independent
3891	uniform	vest	independent
3892	uniform	woman	independent
3893	uniform	white cap	independent
3894	uniform	white vest	independent
3895	woman	cap	independent
3896	woman	shirt	independent
3897	woman	vest	independent
3898	woman	white cap	independent
3899	woman	white vest	independent
3900	others	cap	independent
3901	others	shirt	independent
3902	others	vest	independent
3903	others	woman	independent
3904	others	white cap	independent
3905	others	white vest	independent
3906	same fashion	cap	independent
3907	same fashion	shirt	independent
3908	same fashion	vest	independent
3909	same fashion	woman	independent
3910	same fashion	white cap	independent
3911	same fashion	white vest	independent
3912	white and blue hat	cap	independent
3913	white and blue hat	shirt	independent
3914	white and blue hat	vest	independent
3915	white and blue hat	woman	independent
3916	white and blue hat	white cap	independent
3917	white and blue hat	white vest	independent
3918	keeping	marching	disjoint
3919	keeping	talking	independent
3920	keeping	wearing	reverseentailment
3921	wearing	marching	independent
3922	wearing	talking	independent
3923	dressed	marching	independent
3924	dressed	talking	independent
3925	in the same fashion	blue	independent
3926	in the same fashion	white	independent
3927	open	blue	independent
3928	open	white	independent
3929	same	blue	independent
3930	same	white	independent
3931	flip	air	disjoint
3932	flip	board	independent
3933	mound	air	disjoint
3934	mound	board	independent
3935	snow	board	independent
3936	snowboarder	board	independent
3937	mound of snow	air	disjoint
3938	mound of snow	board	independent
3939	doing	jumping	reverseentailment
3940	boy	girl	disjoint
3941	boy	hair	independent
3942	boy	swing	independent
3943	boy	little girl	disjoint
3944	green	girl	independent
3945	green	hair	independent
3946	green	swing	independent
3947	green	little girl	independent
3948	swing	girl	independent
3949	swing	hair	independent
3950	swing	little girl	independent
3951	blonde boy in green	girl	disjoint
3952	blonde boy in green	hair	independent
3953	blonde boy in green	swing	independent
3954	blonde boy in green	little girl	disjoint
3955	boy in green	girl	disjoint
3956	boy in green	hair	independent
3957	boy in green	swing	independent
3958	boy in green	little girl	disjoint
3959	sitting	smiling	independent
3960	blonde	blond	forwardentailment
3961	blonde	little	independent
3962	blonde	on a swing	independent
3963	on a swing	blond	independent
3964	on a swing	little	independent
3965	guitar	hat	disjoint
3966	guitar	stage	independent
3967	guitar	white hat	independent
3968	hat	guitar	disjoint
3969	hat	man	independent
3970	hat	stage	independent
3971	hat	white hat	reverseentailment
3972	man	hat	independent
3973	man	stage	independent
3974	man	white hat	independent
3975	playing	guitar	independent
3976	playing	hat	independent
3977	playing	man	independent
3978	playing	stage	independent
3979	playing	white hat	independent
3980	playing guitar	guitar	independent
3981	playing guitar	hat	disjoint
3982	playing guitar	man	independent
3983	playing guitar	stage	independent
3984	playing guitar	white hat	independent
3985	white man	guitar	independent
3986	white man	hat	independent
3987	white man	man	independent
3988	white man	stage	independent
3989	white man	white hat	independent
3990	staging	playing	forwardentailment
3991	white	on stage	independent
3992	bike	dirt	disjoint
3993	bike	jump	disjoint
3994	bike	race	independent
3995	bike	uniform	independent
3996	bike	dirt bike race	independent
3997	bike	red uniform	independent
3998	dirt	bike	disjoint
3999	dirt	jump	independent
4000	dirt	man	independent
4001	dirt	race	independent
4002	dirt	uniform	independent
4003	dirt	dirt bike race	independent
4004	dirt	red uniform	independent
4005	jump	bike	independent
4006	jump	dirt	independent
4007	jump	man	independent
4008	jump	race	independent
4009	jump	uniform	independent
4010	jump	dirt bike race	independent
4011	jump	red uniform	independent
4012	man	dirt	independent
4013	man	jump	independent
4014	man	race	independent
4015	man	uniform	independent
4016	man	dirt bike race	independent
4017	man	red uniform	independent
4018	race	bike	independent
4019	race	dirt	independent
4020	race	jump	disjoint
4021	race	man	independent
4022	race	uniform	independent
4023	race	dirt bike race	reverseentailment
4024	race	red uniform	independent
4025	uniform	bike	disjoint
4026	uniform	dirt	independent
4027	uniform	jump	independent
4028	uniform	race	independent
4029	uniform	dirt bike race	independent
4030	uniform	red uniform	reverseentailment
4031	dirt bike race	bike	independent
4032	dirt bike race	dirt	independent
4033	dirt bike race	jump	independent
4034	dirt bike race	man	independent
4035	dirt bike race	race	forwardentailment
4036	dirt bike race	uniform	independent
4037	dirt bike race	red uniform	independent
4038	red uniform	bike	disjoint
4039	red uniform	dirt	independent
4040	red uniform	jump	independent
4041	red uniform	man	independent
4042	red uniform	race	independent
4043	red uniform	uniform	forwardentailment
4044	red uniform	dirt bike race	independent
4045	other	opponent	reverseentailment
4046	other	player	disjoint
4047	other	soccer	independent
4048	other	soccer player	independent
4049	Rugby	opponent	independent
4050	Rugby	player	independent
4051	Rugby	soccer	disjoint
4052	Rugby	soccer player	disjoint
4053	players	opponent	reverseentailment
4054	players	player	synonym
4055	players	soccer	independent
4056	players	soccer player	reverseentailment
4057	Rugby players	opponent	independent
4058	Rugby players	player	forwardentailment
4059	Rugby players	soccer	disjoint
4060	Rugby players	soccer player	disjoint
4061	tackling	being	independent
4062	tackling	tackled	synonym
4063	dog	leaves	independent
4064	dog	fallen leaves	independent
4065	leaves	dog	disjoint
4066	leaves	fallen leaves	reverseentailment
4067	leaves	white dog	independent
4068	fallen leaves	dog	independent
4069	fallen leaves	leaves	forwardentailment
4070	fallen leaves	white dog	independent
4071	white dog	leaves	independent
4072	white dog	fallen leaves	disjoint
4073	standing	lying	disjoint
4074	fallen	white	independent
4075	fallen	on fallen leaves	independent
4076	white	fallen	independent
4077	white	on fallen leaves	independent
4078	on fallen leaves	fallen	independent
4079	on fallen leaves	white	independent
4080	child	clothing	independent
4081	child	outward	independent
4082	child	arms	independent
4083	child	arms extended outward	independent
4084	child	light colored clothing	independent
4085	clothing	child	independent
4086	clothing	outward	independent
4087	clothing	arms	disjoint
4088	clothing	arms extended outward	disjoint
4089	clothing	light colored clothing	reverseentailment
4090	outward	child	independent
4091	outward	clothing	independent
4092	outward	arms	independent
4093	outward	arms extended outward	independent
4094	outward	light colored clothing	independent
4095	arms	child	independent
4096	arms	clothing	disjoint
4097	arms	outward	disjoint
4098	arms	arms extended outward	reverseentailment
4099	arms	light colored clothing	independent
4100	arms extended outward	child	independent
4101	arms extended outward	clothing	disjoint
4102	arms extended outward	outward	forwardentailment
4103	arms extended outward	arms	forwardentailment
4104	arms extended outward	light colored clothing	independent
4105	child in clothing	child	independent
4106	child in clothing	clothing	independent
4107	child in clothing	outward	independent
4108	child in clothing	arms	independent
4109	child in clothing	arms extended outward	independent
4110	child in clothing	light colored clothing	independent
4111	standing	colored	independent
4112	standing	extended	disjoint
4113	colored	standing	independent
4114	colored	extended	independent
4115	extended	standing	disjoint
4116	extended	colored	independent
4117	boy	gym	independent
4118	boy	outdoor	independent
4119	boy	boy and girl	independent
4120	boy	outdoor gym	independent
4121	girl	gym	independent
4122	girl	outdoor	independent
4123	girl	boy and girl	independent
4124	girl	outdoor gym	independent
4125	playground	boy	independent
4126	playground	girl	independent
4127	playground	gym	disjoint
4128	playground	outdoor	forwardentailment
4129	playground	boy and girl	independent
4130	playground	outdoor gym	disjoint
4131	boy and girl	boy	independent
4132	boy and girl	girl	independent
4133	boy and girl	gym	independent
4134	boy and girl	outdoor	independent
4135	boy and girl	outdoor gym	independent
4136	on a playground	on the outdoor gym	disjoint
4137	motocross	biker	independent
4138	motocross	dirt	independent
4139	motocross	helmet	independent
4140	motocross	jacket	disjoint
4141	motocross	pants	disjoint
4142	motocross	people	disjoint
4143	motocross	black pants	independent
4144	motocross	blue jacket	independent
4145	motocross	white helmet	independent
4146	rider	biker	synonym
4147	rider	dirt	independent
4148	rider	helmet	independent
4149	rider	jacket	independent
4150	rider	pants	independent
4151	rider	people	forwardentailment
4152	rider	black pants	independent
4153	rider	blue jacket	independent
4154	rider	white helmet	independent
4155	motocross rider	biker	forwardentailment
4156	motocross rider	dirt	disjoint
4157	motocross rider	helmet	independent
4158	motocross rider	jacket	independent
4159	motocross rider	pants	independent
4160	motocross rider	people	independent
4161	motocross rider	black pants	independent
4162	motocross rider	blue jacket	independent
4163	motocross rider	white helmet	independent
4164	standing	driving	disjoint
4165	naked	on dirt	independent
4166	naked	black	independent
4167	naked	blue	independent
4168	naked	white	independent
4169	bike	biker	independent
4170	bike	helmet	independent
4171	bike	jacket	disjoint
4172	bike	black pants	independent
4173	bike	blue jacket	independent
4174	bike	white helmet	independent
4175	pants	biker	independent
4176	pants	dirt	independent
4177	pants	helmet	disjoint
4178	pants	jacket	disjoint
4179	pants	black pants	reverseentailment
4180	pants	blue jacket	independent
4181	pants	white helmet	independent
4182	motocross bike	biker	independent
4183	motocross bike	dirt	independent
4184	motocross bike	helmet	independent
4185	motocross bike	jacket	disjoint
4186	motocross bike	pants	disjoint
4187	motocross bike	people	disjoint
4188	motocross bike	black pants	disjoint
4189	motocross bike	blue jacket	disjoint
4190	motocross bike	white helmet	independent
4191	wearing	driving	independent
4192	wearing	watching	disjoint
4193	black	on dirt	independent
4194	black	blue	disjoint
4195	blue	on dirt	independent
4196	blue	black	disjoint
4197	ramp	rollerblader	independent
4198	ramp	trick	independent
4199	ramp	trick on a ramp	independent
4200	rollerblader	ramp	disjoint
4201	rollerblader	trick	independent
4202	rollerblader	trick on a ramp	independent
4203	trick	ramp	disjoint
4204	trick	rollerblader	independent
4205	trick	trick on a ramp	reverseentailment
4206	being	performing	independent
4207	performed	performing	synonym
4208	field	crowd	disjoint
4209	field	football	independent
4210	field	game	independent
4211	field	football game	independent
4212	football	crowd	independent
4213	football	game	independent
4214	football	football game	independent
4215	group	football	independent
4216	group	game	independent
4217	group	football game	independent
4218	players	crowd	disjoint
4219	players	football	independent
4220	players	game	independent
4221	players	football game	independent
4222	football players	crowd	disjoint
4223	football players	football	independent
4224	football players	game	independent
4225	football players	football game	independent
4226	group of football players	crowd	disjoint
4227	group of football players	football	independent
4228	group of football players	game	independent
4229	group of football players	football game	independent
4230	camera	group	independent
4231	camera	people	disjoint
4232	camera	group of people	independent
4233	group	camera	independent
4234	people	camera	disjoint
4235	group of people	camera	independent
4236	looking	standing	independent
4237	standing	looking	independent
4238	dog	yard	independent
4239	dog	toy in its mouth	independent
4240	mouth	toy	disjoint
4241	mouth	yard	independent
4242	mouth	brown dog	independent
4243	mouth	toy in its mouth	reverseentailment
4244	toy	mouth	independent
4245	toy	yard	disjoint
4246	toy	brown dog	disjoint
4247	toy	toy in its mouth	independent
4248	yard	mouth	independent
4249	yard	toy	disjoint
4250	yard	brown dog	independent
4251	yard	toy in its mouth	disjoint
4252	brown dog	mouth	independent
4253	brown dog	toy	disjoint
4254	brown dog	yard	independent
4255	brown dog	toy in its mouth	independent
4256	across the yard	brown	independent
4257	in its mouth	across the yard	disjoint
4258	in its mouth	brown	independent
4259	with a toy	across the yard	independent
4260	with a toy	brown	independent
4261	brown	across the yard	independent
4262	air	grass	independent
4263	air	person	independent
4264	air	shirt	independent
4265	air	green shirt	independent
4266	boy	grass	independent
4267	boy	person	forwardentailment
4268	boy	shirt	independent
4269	boy	green shirt	independent
4270	spread	grass	independent
4271	spread	person	independent
4272	spread	shirt	independent
4273	spread	green shirt	independent
4274	arms	grass	independent
4275	arms	person	independent
4276	arms	shirt	disjoint
4277	arms	green shirt	independent
4278	knees	grass	disjoint
4279	knees	person	independent
4280	knees	shirt	disjoint
4281	knees	green shirt	independent
4282	bent	over the grass	independent
4283	bent	green	independent
4284	bent	high	independent
4285	young	over the grass	independent
4286	young	green	independent
4287	young	high	independent
4288	in the air	over the grass	independent
4289	in the air	green	independent
4290	in the air	high	independent
4291	cigarette	hat	disjoint
4292	cigarette	man	independent
4293	cigarette	smoking	independent
4294	cigarette	straw	disjoint
4295	cigarette	smoking a cigarette	independent
4296	cigarette	straw hat	independent
4297	hat	cigarette	disjoint
4298	hat	smoking	independent
4299	hat	straw	independent
4300	hat	smoking a cigarette	disjoint
4301	hat	straw hat	reverseentailment
4302	man	cigarette	independent
4303	man	smoking	independent
4304	man	straw	independent
4305	man	smoking a cigarette	independent
4306	man	straw hat	independent
4307	straw	cigarette	disjoint
4308	straw	hat	independent
4309	straw	man	independent
4310	straw	smoking	independent
4311	straw	smoking a cigarette	disjoint
4312	straw	straw hat	independent
4313	straw hat	cigarette	independent
4314	straw hat	hat	forwardentailment
4315	straw hat	man	independent
4316	straw hat	smoking	independent
4317	straw hat	straw	independent
4318	straw hat	smoking a cigarette	independent
4319	being	wearing	disjoint
4320	smoked	wearing	disjoint
4321	man	shirt	independent
4322	man	street	independent
4323	man	unicycle	disjoint
4324	man	blue checkered shirt	independent
4325	man	unicycle in the street	independent
4326	shirt	man	independent
4327	shirt	street	independent
4328	shirt	unicycle	independent
4329	shirt	blue checkered shirt	reverseentailment
4330	shirt	unicycle in the street	independent
4331	street	shirt	disjoint
4332	street	unicycle	independent
4333	street	blue checkered shirt	independent
4334	street	unicycle in the street	independent
4335	unicycle	man	independent
4336	unicycle	shirt	independent
4337	unicycle	street	independent
4338	unicycle	blue checkered shirt	independent
4339	unicycle	unicycle in the street	independent
4340	jeans	man	independent
4341	jeans	street	independent
4342	jeans	unicycle	disjoint
4343	jeans	blue checkered shirt	independent
4344	jeans	unicycle in the street	disjoint
4345	sleeves	man	independent
4346	sleeves	shirt	independent
4347	sleeves	street	independent
4348	sleeves	unicycle	independent
4349	sleeves	blue checkered shirt	independent
4350	sleeves	unicycle in the street	independent
4351	long sleeves and jeans	man	independent
4352	long sleeves and jeans	shirt	independent
4353	long sleeves and jeans	street	independent
4354	long sleeves and jeans	unicycle	disjoint
4355	long sleeves and jeans	blue checkered shirt	independent
4356	long sleeves and jeans	unicycle in the street	independent
4357	unicycle down a street	man	independent
4358	unicycle down a street	shirt	independent
4359	unicycle down a street	street	forwardentailment
4360	unicycle down a street	unicycle	independent
4361	unicycle down a street	blue checkered shirt	independent
4362	unicycle down a street	unicycle in the street	forwardentailment
4363	wearing	riding	reverseentailment
4364	has	riding	independent
4365	has	wearing	independent
4366	blue	checkered	disjoint
4367	long	blue	independent
4368	long	checkered	independent
4369	park	statue	independent
4370	park	children	independent
4371	park	Two children	independent
4372	statue	children	independent
4373	statue	Two children	disjoint
4374	children	statue	disjoint
4375	children	Two children	independent
4376	Small children	statue	disjoint
4377	Small children	children	forwardentailment
4378	Small children	Two children	independent
4379	climbing	playing	independent
4380	in a park	on a statue	independent
4381	Small	on a statue	independent
4382	lady	city	independent
4383	lady	view	independent
4384	lady	view of a city	independent
4385	tower	city	independent
4386	tower	view	independent
4387	tower	woman	disjoint
4388	tower	view of a city	independent
4389	blonde lady	city	independent
4390	blonde lady	view	independent
4391	blonde lady	woman	independent
4392	blonde lady	view of a city	independent
4393	being	looking	independent
4394	looked	looking	synonym
4395	man	mountain	disjoint
4396	man	mountain top	disjoint
4397	top	mountain top	reverseentailment
4398	clouds	mountain	disjoint
4399	clouds	top	independent
4400	clouds	mountain top	disjoint
4401	rocks	mountain	independent
4402	rocks	top	independent
4403	rocks	mountain top	independent
4404	clouds behind them	mountain	disjoint
4405	clouds behind them	top	disjoint
4406	clouds behind them	mountain top	disjoint
4407	top of the rocks	mountain	independent
4408	top of the rocks	top	forwardentailment
4409	top of the rocks	mountain top	independent
4410	with clouds behind them	on a mountain top	independent
4411	camera	child	independent
4412	camera	pool	independent
4413	camera	underwater	independent
4414	child	pool	independent
4415	child	underwater	disjoint
4416	swimming	child	independent
4417	swimming	underwater	independent
4418	underwater	child	independent
4419	underwater	pool	independent
4420	camera and swimming underwater	child	disjoint
4421	camera and swimming underwater	pool	independent
4422	camera and swimming underwater	underwater	disjoint
4423	smiling	swimming	independent
4424	footballer	football	independent
4425	footballer	player	forwardentailment
4426	footballer	armbands	independent
4427	footballer	black armbands	independent
4428	footballer	football player	reverseentailment
4429	strip	football	disjoint
4430	strip	player	independent
4431	strip	armbands	disjoint
4432	strip	black armbands	independent
4433	strip	football player	independent
4434	American footballer	football	independent
4435	American footballer	player	forwardentailment
4436	American footballer	armbands	independent
4437	American footballer	black armbands	independent
4438	American footballer	football player	forwardentailment
4439	red and white strip	football	independent
4440	red and white strip	player	independent
4441	red and white strip	armbands	independent
4442	red and white strip	black armbands	disjoint
4443	red and white strip	football player	independent
4444	American	black	independent
4445	red	black	disjoint
4446	girl	woman	forwardentailment
4447	woman	girl	disjoint
4448	little girl	woman	disjoint
4449	standing	swinging	disjoint
4450	swinging	standing	disjoint
4451	child	girl	independent
4452	child	woman	disjoint
4453	excitement	girl	independent
4454	excitement	woman	independent
4455	park	girl	independent
4456	park	woman	independent
4457	swing	woman	independent
4458	small child	girl	independent
4459	small child	woman	disjoint
4460	showing	standing	independent
4461	showing	swinging	independent
4462	set	standing	independent
4463	set	swinging	independent
4464	surfer	man	independent
4465	surfer	surfboard	independent
4466	surfer	water	independent
4467	wave	man	independent
4468	wave	surfboard	independent
4469	wave	water	forwardentailment
4470	riding	falling	disjoint
4471	dim	group	independent
4472	dim	room	independent
4473	dim	people	independent
4474	dim	group of people	independent
4475	dim	room which is dim	independent
4476	group	dim	independent
4477	group	room	independent
4478	group	room which is dim	independent
4479	room	dim	independent
4480	room	group	independent
4481	room	people	independent
4482	room	group of people	independent
4483	room	room which is dim	independent
4484	people	dim	independent
4485	people	room	independent
4486	people	room which is dim	independent
4487	dim room	dim	independent
4488	dim room	group	independent
4489	dim room	room	forwardentailment
4490	dim room	people	independent
4491	dim room	group of people	independent
4492	dim room	room which is dim	reverseentailment
4493	group of people	dim	independent
4494	group of people	room	independent
4495	group of people	room which is dim	independent
4496	man	dim	independent
4497	man	group	independent
4498	man	people	forwardentailment
4499	man	dim room	independent
4500	man	group of people	disjoint
4501	room	dim room	reverseentailment
4502	table	dim	independent
4503	table	group	independent
4504	table	room	independent
4505	table	people	disjoint
4506	table	dim room	independent
4507	table	group of people	independent
4508	candles	dim	independent
4509	candles	group	independent
4510	candles	room	independent
4511	candles	people	disjoint
4512	candles	dim room	independent
4513	candles	group of people	independent
4514	women	dim	independent
4515	women	group	independent
4516	women	room	independent
4517	women	people	forwardentailment
4518	women	dim room	independent
4519	women	group of people	independent
4520	dark room	dim	independent
4521	dark room	group	independent
4522	dark room	room	forwardentailment
4523	dark room	people	independent
4524	dark room	dim room	synonym
4525	dark room	group of people	independent
4526	at a table	in a dim room	independent
4527	with candles	in a dim room	independent
4528	dark	in a dim room	independent
4529	man	dim people	independent
4530	man	group of dim people	independent
4531	room	dim people	independent
4532	room	group of dim people	independent
4533	table	dim people	independent
4534	table	group of dim people	independent
4535	candles	dim people	independent
4536	candles	group of dim people	independent
4537	women	dim people	independent
4538	women	group of dim people	independent
4539	darkened room	dim	independent
4540	darkened room	group	independent
4541	darkened room	room	forwardentailment
4542	darkened room	people	independent
4543	darkened room	dim people	independent
4544	darkened room	group of dim people	independent
4545	at a table	in a room	independent
4546	with candles	in a room	independent
4547	darkened	in a room	independent
4548	beer	man	independent
4549	beer	shirt	independent
4550	beer	table	independent
4551	beer	bottles	independent
4552	beer	sunglasses	disjoint
4553	beer	black shirt	independent
4554	beer	four beer bottles	independent
4555	beer	white shirt	independent
4556	man	beer	independent
4557	man	table	independent
4558	man	bottles	independent
4559	man	sunglasses	independent
4560	man	black shirt	independent
4561	man	four beer bottles	independent
4562	man	white shirt	independent
4563	shirt	beer	independent
4564	shirt	table	disjoint
4565	shirt	bottles	independent
4566	shirt	sunglasses	disjoint
4567	shirt	black shirt	reverseentailment
4568	shirt	four beer bottles	disjoint
4569	shirt	white shirt	reverseentailment
4570	table	beer	independent
4571	table	man	independent
4572	table	shirt	disjoint
4573	table	bottles	independent
4574	table	sunglasses	disjoint
4575	table	black shirt	independent
4576	table	four beer bottles	independent
4577	table	white shirt	independent
4578	bottles	beer	independent
4579	bottles	man	independent
4580	bottles	shirt	disjoint
4581	bottles	table	independent
4582	bottles	sunglasses	disjoint
4583	bottles	black shirt	independent
4584	bottles	four beer bottles	reverseentailment
4585	bottles	white shirt	independent
4586	sunglasses	beer	disjoint
4587	sunglasses	man	independent
