	W1	W2	pred
26517	uniform for sports	soccer	independent
26518	uniform for sports	strip	forwardentailment
26519	uniform for sports	green soccer strip	independent
26520	uniform for sports	little boy	independent
26521	boy	uniform	independent
26522	boy	sports	independent
26523	boy	sports uniform	independent
26524	soccer	child	independent
26525	soccer	uniform	independent
26526	soccer	sports	forwardentailment
26527	soccer	sports uniform	independent
26528	strip	child	independent
26529	strip	uniform	independent
26530	strip	sports	independent
26531	strip	sports uniform	independent
26532	green soccer strip	child	independent
26533	green soccer strip	uniform	independent
26534	green soccer strip	sports	forwardentailment
26535	green soccer strip	sports uniform	forwardentailment
26536	little boy	uniform	independent
26537	little boy	sports	independent
26538	little boy	sports uniform	independent
26539	wearing	resting	disjoint
26540	little	white	independent
26541	sports uniform	little boy	independent
26542	beach	bikini	independent
26543	beach	hat	independent
26544	beach	black girl	independent
26545	bikini	beach	independent
26546	bikini	girl	independent
26547	bikini	hat	disjoint
26548	bikini	black girl	independent
26549	girl	bikini	independent
26550	girl	hat	independent
26551	girl	black girl	independent
26552	hat	beach	independent
26553	hat	bikini	disjoint
26554	hat	girl	independent
26555	hat	black girl	independent
26556	bikini at the beach	beach	forwardentailment
26557	bikini at the beach	bikini	independent
26558	bikini at the beach	girl	independent
26559	bikini at the beach	hat	disjoint
26560	bikini at the beach	black girl	independent
26561	black hat	beach	independent
26562	black hat	bikini	disjoint
26563	black hat	girl	independent
26564	black hat	black girl	independent
26565	black	at the beach	independent
26566	beach	lady	independent
26567	beach	lady who looks young	independent
26568	bikini	lady	independent
26569	bikini	lady who looks young	independent
26570	lady	beach	independent
26571	lady	lady who looks young	independent
26572	lady in a bikini	beach	independent
26573	lady in a bikini	lady	independent
26574	lady in a bikini	lady who looks young	independent
26575	lying	looks	independent
26576	young	on the beach	independent
26577	on the beach	young	independent
26578	beach	lady in a bikini	independent
26579	bikini	lady in a bikini	independent
26580	lady	bikini	independent
26581	lady	lady in a bikini	independent
26582	lady in a bikini	bikini	independent
26583	beach	bikini at the beach	reverseentailment
26584	beach	black hat	independent
26585	lady	bikini at the beach	independent
26586	lady	black hat	independent
26587	lady who looks young	beach	independent
26588	lady who looks young	bikini	independent
26589	lady who looks young	girl	independent
26590	lady who looks young	hat	independent
26591	lady who looks young	bikini at the beach	independent
26592	lady who looks young	black hat	independent
26593	on the beach	black	independent
26594	girl	lady in a bikini	independent
26595	hat	lady in a bikini	disjoint
26596	bikini at the beach	lady	independent
26597	bikini at the beach	lady in a bikini	independent
26598	black hat	lady	independent
26599	black hat	lady in a bikini	disjoint
26600	black	on the beach	independent
26601	bikini	bikini at the beach	independent
26602	bikini	black hat	independent
26603	lady in a bikini	girl	independent
26604	lady in a bikini	hat	disjoint
26605	lady in a bikini	bikini at the beach	independent
26606	lady in a bikini	black hat	independent
26607	beach	edge	independent
26608	beach	handstand	independent
26609	beach	water	independent
26610	beach	edge of the water	independent
26611	beach	wet sand	independent
26612	edge	beach	independent
26613	edge	handstand	independent
26614	edge	sand	independent
26615	edge	water	independent
26616	edge	edge of the water	reverseentailment
26617	edge	wet sand	independent
26618	handstand	beach	disjoint
26619	handstand	edge	disjoint
26620	handstand	man	independent
26621	handstand	sand	independent
26622	handstand	water	disjoint
26623	handstand	edge of the water	disjoint
26624	handstand	wet sand	independent
26625	man	handstand	independent
26626	man	edge of the water	independent
26627	man	wet sand	independent
26628	shore	beach	synonym
26629	shore	edge	forwardentailment
26630	shore	handstand	disjoint
26631	shore	man	independent
26632	shore	sand	independent
26633	shore	edge of the water	forwardentailment
26634	shore	wet sand	independent
26635	water	beach	independent
26636	water	edge	independent
26637	water	handstand	disjoint
26638	water	sand	disjoint
26639	water	edge of the water	independent
26640	water	wet sand	independent
26641	edge of the water	beach	independent
26642	edge of the water	edge	forwardentailment
26643	edge of the water	handstand	disjoint
26644	edge of the water	man	independent
26645	edge of the water	sand	independent
26646	edge of the water	water	independent
26647	edge of the water	wet sand	independent
26648	wet shore	beach	independent
26649	wet shore	edge	independent
26650	wet shore	handstand	disjoint
26651	wet shore	man	independent
26652	wet shore	sand	independent
26653	wet shore	water	independent
26654	wet shore	edge of the water	independent
26655	wet shore	wet sand	independent
26656	at the beach	wet	independent
26657	on the wet shore	at the beach	independent
26658	on the wet shore	wet	independent
26659	wet	at the beach	independent
26660	beach	man on the beach	independent
26661	handstand	man on the beach	disjoint
26662	man	man on the beach	independent
26663	handstand on the beach	beach	forwardentailment
26664	handstand on the beach	handstand	forwardentailment
26665	handstand on the beach	man	independent
26666	handstand on the beach	man on the beach	independent
26667	performing	being	independent
26668	performing	performed	synonym
26669	beach	handstand on the beach	reverseentailment
26670	man	handstand on the beach	independent
26671	sitting	performing	disjoint
26672	edge	man on the beach	independent
26673	sand	handstand	disjoint
26674	sand	man on the beach	independent
26675	water	man on the beach	independent
26676	edge of the water	man on the beach	independent
26677	wet sand	beach	independent
26678	wet sand	handstand	disjoint
26679	wet sand	man	independent
26680	wet sand	man on the beach	independent
26681	doing	performed	synonym
26682	edge	handstand on the beach	independent
26683	handstand	handstand on the beach	reverseentailment
26684	shore	handstand on the beach	independent
26685	water	handstand on the beach	independent
26686	edge of the water	handstand on the beach	independent
26687	wet shore	handstand on the beach	independent
26688	age	boy	independent
26689	age	mother	independent
26690	age	park	independent
26691	age	young boy	independent
26692	boy	mother	disjoint
26693	boy	park	independent
26694	mother	boy	disjoint
26695	mother	park	independent
26696	mother	young boy	independent
26697	park	boy	independent
26698	park	mother	independent
26699	park	young boy	independent
26700	boy of young age	boy	independent
26701	boy of young age	mother	disjoint
26702	boy of young age	park	independent
26703	boy of young age	young boy	forwardentailment
26704	young age	boy	independent
26705	young age	mother	independent
26706	young age	park	independent
26707	young age	young boy	independent
26708	in the park	with his mother	independent
26709	in the park	young	independent
26710	with his mother	in the park	independent
26711	with his mother	young	independent
26712	young	in the park	independent
26713	young	with his mother	independent
26714	blue	boy	independent
26715	blue	boy in blue	independent
26716	blue	woman in blue	independent
26717	boy	blue	independent
26718	boy	boy in blue	independent
26719	boy	woman in blue	disjoint
26720	woman	blue	independent
26721	woman	boy in blue	disjoint
26722	woman	woman in blue	independent
26723	boy in blue	blue	independent
26724	boy in blue	boy	independent
26725	boy in blue	woman	independent
26726	boy in blue	woman in blue	disjoint
26727	woman in blue	blue	independent
26728	woman in blue	boy	independent
26729	woman in blue	woman	independent
26730	woman in blue	boy in blue	disjoint
26731	mother	blue	independent
26732	mother	woman	forwardentailment
26733	mother	boy in blue	independent
26734	mother	woman in blue	independent
26735	park	blue	independent
26736	park	boy in blue	independent
26737	park	woman in blue	independent
26738	young boy	blue	independent
26739	young boy	woman	independent
26740	young boy	boy in blue	independent
26741	young boy	woman in blue	disjoint
26742	age	blue	independent
26743	age	woman	independent
26744	age	boy in blue	independent
26745	age	woman in blue	independent
26746	boy of young age	blue	independent
26747	boy of young age	woman	independent
26748	boy of young age	boy in blue	independent
26749	boy of young age	woman in blue	disjoint
26750	young age	blue	independent
26751	young age	woman	independent
26752	young age	boy in blue	independent
26753	young age	woman in blue	independent
26754	boy	chair	independent
26755	boy	floor	independent
26756	boy	hair	independent
26757	boy	brown chair	independent
26758	chair	boy	independent
26759	chair	floor	disjoint
26760	chair	brown chair	reverseentailment
26761	floor	boy	independent
26762	floor	chair	disjoint
26763	floor	hair	independent
26764	floor	brown chair	independent
26765	hair	floor	disjoint
26766	hair	brown chair	independent
26767	boy with brown hair	boy	independent
26768	boy with brown hair	chair	independent
26769	boy with brown hair	floor	independent
26770	boy with brown hair	hair	independent
26771	boy with brown hair	brown chair	independent
26772	brown chair	boy	independent
26773	brown chair	chair	forwardentailment
26774	brown chair	floor	disjoint
26775	brown chair	hair	independent
26776	brown hair	boy	independent
26777	brown hair	chair	independent
26778	brown hair	floor	independent
26779	brown hair	brown chair	independent
26780	onto the floor	brown	independent
26781	onto the floor	little	independent
26782	onto the floor	of a brown chair	independent
26783	brown	onto the floor	independent
26784	brown	of a brown chair	independent
26785	little	onto the floor	independent
26786	little	of a brown chair	independent
26787	of a brown chair	onto the floor	independent
26788	of a brown chair	brown	independent
26789	of a brown chair	little	independent
26790	chair	young boy	independent
26791	young boy	chair	independent
26792	young	onto a chair	independent
26793	floor	young boy	independent
26794	hair	young boy	independent
26795	boy with brown hair	young boy	independent
26796	brown chair	young boy	independent
26797	brown hair	young boy	independent
26798	onto the floor	young	independent
26799	of the brown chair	young	independent
26800	balls	kids	independent
26801	balls	Two kids	independent
26802	balls	colorful balls	independent
26803	kids	balls	independent
26804	kids	colorful balls	independent
26805	Two balls	balls	disjoint
26806	Two balls	kids	independent
26807	Two balls	Two kids	independent
26808	Two balls	colorful balls	independent
26809	colorful kids	balls	independent
26810	colorful kids	kids	independent
26811	colorful kids	Two kids	independent
26812	colorful kids	colorful balls	disjoint
26813	colorful	on colorful balls	independent
26814	against some colorful kids	colorful	independent
26815	against some colorful kids	on colorful balls	independent
26816	children	tights	independent
26817	children	black tights	independent
26818	tights	children	independent
26819	tights	black tights	reverseentailment
26820	black tights	children	independent
26821	black tights	tights	forwardentailment
26822	hopping	wearing	independent
26823	wearing	hopping	independent
26824	balls	children	independent
26825	balls	tights	disjoint
26826	balls	black tights	independent
26827	kids	tights	independent
26828	kids	black tights	independent
26829	Two kids	children	forwardentailment
26830	Two kids	tights	independent
26831	Two kids	black tights	independent
26832	colorful balls	children	independent
26833	colorful balls	tights	disjoint
26834	colorful balls	black tights	disjoint
26835	bouncing	hopping	disjoint
26836	bouncing	wearing	independent
26837	colorful	black	disjoint
26838	on colorful balls	black	independent
26839	children	balls	independent
26840	children	Two kids	synonym
26841	children	colorful balls	independent
26842	tights	balls	disjoint
26843	tights	kids	independent
26844	tights	Two kids	independent
26845	tights	colorful balls	disjoint
26846	black tights	balls	disjoint
26847	black tights	kids	independent
26848	black tights	Two kids	independent
26849	black tights	colorful balls	disjoint
26850	hopping	bouncing	disjoint
26851	wearing	bouncing	independent
26852	black	colorful	disjoint
26853	black	on colorful balls	independent
26854	Two children	tights	independent
26855	Two children	black tights	independent
26856	sitting	hopping	disjoint
26857	fake	girl	independent
26858	fake	nose	independent
26859	fake	glasses	independent
26860	fake	fake nose	independent
26861	fake	little girl	independent
26862	girl	nose	independent
26863	girl	glasses	independent
26864	girl	fake nose	independent
26865	nose	girl	independent
26866	nose	glasses	independent
26867	nose	fake nose	disjoint
26868	nose	little girl	independent
26869	glasses	girl	independent
26870	glasses	nose	disjoint
26871	glasses	fake nose	disjoint
26872	glasses	little girl	independent
26873	fake nose	girl	independent
26874	fake nose	nose	forwardentailment
26875	fake nose	glasses	independent
26876	fake nose	little girl	independent
26877	little girl	nose	independent
26878	little girl	glasses	independent
26879	little girl	fake nose	independent
26880	frowning	smiling	disjoint
26881	frowning	wearing	independent
26882	taking	smiling	independent
26883	little	fake	independent
26884	girl	blonde girl	independent
26885	girl	large nose attached	independent
26886	girl	pink top	independent
26887	nose	top	disjoint
26888	nose	blonde girl	independent
26889	nose	large nose attached	reverseentailment
26890	nose	pink top	independent
26891	glasses	top	disjoint
26892	glasses	blonde girl	independent
26893	glasses	large nose attached	independent
26894	glasses	pink top	independent
26895	fake nose	top	independent
26896	fake nose	blonde girl	independent
26897	fake nose	large nose attached	independent
26898	fake nose	pink top	independent
26899	little girl	top	independent
26900	little girl	blonde girl	independent
26901	little girl	large nose attached	independent
26902	little girl	pink top	independent
26903	smiling	attached	independent
26904	wearing	attached	forwardentailment
26905	fake	blonde	independent
26906	fake	funny	independent
26907	fake	large	independent
26908	fake	pink	independent
26909	little	blonde	independent
26910	little	funny	independent
26911	little	large	disjoint
26912	top	girl	independent
26913	top	nose	disjoint
26914	top	glasses	disjoint
26915	top	fake nose	independent
26916	top	little girl	independent
26917	blonde girl	girl	independent
26918	blonde girl	nose	independent
26919	blonde girl	glasses	independent
26920	blonde girl	fake nose	independent
26921	blonde girl	little girl	independent
26922	large nose attached	girl	independent
26923	large nose attached	nose	forwardentailment
26924	large nose attached	glasses	disjoint
26925	large nose attached	fake nose	independent
26926	large nose attached	little girl	independent
26927	pink top	girl	independent
26928	pink top	nose	independent
26929	pink top	glasses	independent
26930	pink top	fake nose	independent
26931	pink top	little girl	independent
26932	attached	smiling	independent
26933	attached	wearing	reverseentailment
26934	blonde	fake	independent
26935	blonde	little	independent
26936	funny	fake	independent
26937	funny	little	independent
26938	large	fake	independent
26939	large	little	disjoint
26940	pink	fake	independent
26941	dog	gun	disjoint
26942	dog	squirt	disjoint
26943	dog	squirt gun	disjoint
26944	gun	dog	disjoint
26945	gun	mouth	independent
26946	man	squirt	independent
26947	man	squirt gun	independent
26948	mouth	gun	disjoint
26949	mouth	squirt	independent
26950	mouth	water	independent
26951	mouth	squirt gun	disjoint
26952	squirt	dog	independent
26953	squirt	man	independent
26954	squirt	mouth	independent
26955	squirt	water	independent
26956	water	mouth	independent
26957	squirt gun	dog	disjoint
26958	squirt gun	man	independent
26959	squirt gun	mouth	disjoint
26960	squirt gun	water	independent
26961	dog	soaker	independent
26962	dog	super	independent
26963	dog	mouth of the dog	independent
26964	dog	super soaker	disjoint
26965	gun	soaker	independent
26966	gun	super	independent
26967	gun	mouth of the dog	disjoint
26968	gun	super soaker	reverseentailment
26969	man	soaker	independent
26970	man	super	independent
26971	man	mouth of the dog	disjoint
26972	man	super soaker	independent
26973	mouth	soaker	disjoint
26974	mouth	super	independent
26975	mouth	mouth of the dog	reverseentailment
26976	mouth	super soaker	disjoint
26977	squirt	soaker	reverseentailment
26978	squirt	super	independent
26979	squirt	mouth of the dog	disjoint
26980	squirt	super soaker	independent
26981	water	soaker	reverseentailment
26982	water	super	independent
26983	water	mouth of the dog	independent
26984	water	super soaker	independent
26985	squirt gun	soaker	disjoint
26986	squirt gun	super	disjoint
26987	squirt gun	mouth of the dog	disjoint
26988	squirt gun	super soaker	disjoint
26989	squirting	spraying	synonym
26990	soaker	dog	independent
26991	soaker	gun	independent
26992	soaker	man	independent
26993	soaker	mouth	disjoint
26994	soaker	squirt	disjoint
26995	soaker	water	forwardentailment
26996	soaker	squirt gun	disjoint
26997	super	dog	independent
26998	super	gun	disjoint
26999	super	man	independent
27000	super	mouth	independent
27001	super	squirt	disjoint
27002	super	water	independent
27003	super	squirt gun	disjoint
27004	mouth of a dog	dog	independent
27005	mouth of a dog	gun	disjoint
27006	mouth of a dog	man	disjoint
27007	mouth of a dog	mouth	forwardentailment
27008	mouth of a dog	squirt	disjoint
27009	mouth of a dog	water	disjoint
27010	mouth of a dog	squirt gun	disjoint
27011	super soaker	dog	disjoint
27012	super soaker	gun	disjoint
27013	super soaker	man	independent
27014	super soaker	mouth	disjoint
27015	super soaker	squirt	disjoint
27016	super soaker	water	forwardentailment
27017	super soaker	squirt gun	forwardentailment
27018	spraying	squirting	synonym
27019	boy	coat	independent
27020	boy	father	disjoint
27021	boy	umbrella	disjoint
27022	boy	blue coat	independent
27023	boy	boy under an umbrella	independent
27024	coat	boy	independent
27025	coat	father	independent
27026	coat	umbrella	disjoint
27027	coat	blue coat	reverseentailment
27028	coat	boy under an umbrella	independent
27029	father	boy	disjoint
27030	father	coat	independent
27031	father	umbrella	disjoint
27032	father	blue coat	independent
27033	father	boy under an umbrella	disjoint
27034	umbrella	boy	independent
27035	umbrella	coat	disjoint
27036	umbrella	father	independent
27037	umbrella	blue coat	independent
27038	umbrella	boy under an umbrella	independent
27039	boy under an umbrella	boy	independent
27040	boy under an umbrella	coat	independent
27041	boy under an umbrella	father	disjoint
27042	boy under an umbrella	umbrella	independent
27043	boy under an umbrella	blue coat	independent
27044	coat dyed in blue	boy	independent
27045	coat dyed in blue	coat	independent
27046	coat dyed in blue	father	independent
27047	coat dyed in blue	umbrella	independent
27048	coat dyed in blue	blue coat	synonym
27049	coat dyed in blue	boy under an umbrella	independent
27050	being	held	independent
27051	wearing	held	forwardentailment
27052	dyed	wearing	independent
27053	dyed	held	independent
27054	held	being	disjoint
27055	held	wearing	reverseentailment
27056	world	child	independent
27057	new world	child	independent
27058	experiencing	falling	reverseentailment
27059	boy	world	independent
27060	boy	new world	independent
27061	coat	world	disjoint
27062	coat	new world	disjoint
27063	father	child	disjoint
27064	father	world	independent
27065	father	new world	independent
27066	umbrella	child	independent
27067	umbrella	world	disjoint
27068	umbrella	new world	disjoint
27069	blue coat	child	independent
27070	blue coat	world	independent
27071	blue coat	new world	independent
27072	boy under an umbrella	child	independent
27073	boy under an umbrella	world	disjoint
27074	boy under an umbrella	new world	independent
27075	being	experiencing	disjoint
27076	wearing	experiencing	forwardentailment
27077	held	experiencing	disjoint
27078	blue	new	independent
27079	child	father	disjoint
27080	child	umbrella	disjoint
27081	child	boy under an umbrella	independent
27082	child	coat dyed in blue	independent
27083	world	boy	independent
27084	world	coat	independent
27085	world	father	independent
27086	world	umbrella	disjoint
27087	world	boy under an umbrella	disjoint
27088	world	coat dyed in blue	independent
27089	new world	boy	independent
27090	new world	coat	independent
27091	new world	father	independent
27092	new world	umbrella	independent
27093	new world	boy under an umbrella	disjoint
27094	new world	coat dyed in blue	independent
27095	experiencing	being	disjoint
27096	experiencing	wearing	reverseentailment
27097	experiencing	dyed	independent
27098	experiencing	held	disjoint
27099	new	in blue	independent
27100	new	blue	independent
27101	child	blue coat	independent
27102	world	blue coat	independent
27103	new world	blue coat	independent
27104	experiencing	go	reverseentailment
27105	experiencing	let	independent
27106	by his father	new	independent
27107	under an umbrella	new	independent
27108	dog	snowdrift	disjoint
27109	shore	dog	independent
27110	shore	snowdrift	disjoint
27111	snow	snowdrift	reverseentailment
27112	shore covered by snow	dog	disjoint
27113	shore covered by snow	snowdrift	independent
27114	covered	walking	independent
27115	by snow	along a snowdrift	independent
27116	beach	snowdrift	disjoint
27117	beach covered by snow	dog	disjoint
27118	beach covered by snow	snowdrift	disjoint
27119	sleeping	walking	disjoint
27120	dog	beach covered by snow	disjoint
27121	snowdrift	beach	disjoint
27122	snowdrift	dog	disjoint
27123	snowdrift	snow	forwardentailment
27124	snowdrift	beach covered by snow	disjoint
27125	along the snowdrift	by snow	independent
27126	street	light brown dog	independent
27127	light brown dog	street	independent
27128	light	dog	independent
27129	light	street	independent
27130	light	light brown dog	independent
27131	brown light	dog	independent
27132	brown light	street	independent
27133	brown light	light brown dog	independent
27134	into a brown light	brown	independent
27135	into a brown light	light	independent
27136	dog	great dog	independent
27137	dog	steep hill	disjoint
27138	hill	great dog	independent
27139	hill	steep hill	reverseentailment
27140	great dog	dog	forwardentailment
27141	great dog	hill	disjoint
27142	great dog	steep hill	disjoint
27143	steep hill	dog	independent
27144	steep hill	hill	forwardentailment
27145	steep hill	great dog	disjoint
27146	great	steep	independent
27147	steep	great	independent
27148	hill	street	independent
27149	hill	light brown dog	independent
27150	great dog	street	independent
27151	great dog	light brown dog	independent
27152	steep hill	street	independent
27153	steep hill	light brown dog	independent
27154	climbing	running	disjoint
27155	great	brown	independent
27156	great	light	independent
27157	steep	brown	independent
27158	steep	light	independent
27159	light	hill	independent
27160	light	great dog	independent
27161	light	steep hill	independent
27162	brown light	hill	independent
27163	brown light	great dog	independent
27164	brown light	steep hill	independent
27165	running	climbing	disjoint
27166	brown	great	independent
27167	brown	steep	independent
27168	into a brown light	great	independent
27169	into a brown light	steep	independent
27170	man	city street	independent
27171	street of a city	city	independent
27172	street of a city	man	independent
27173	street of a city	street	independent
27174	street of a city	woman	independent
27175	street of a city	city street	synonym
27176	street	People	disjoint
27177	street	street which is crowded	independent
27178	People	street	independent
27179	People	street which is crowded	independent
27180	crowded street	street	independent
27181	crowded street	People	independent
27182	crowded street	street which is crowded	synonym
27183	walking	crowded	independent
27184	People	city	disjoint
27185	People	city street	independent
27186	street which is crowded	city	independent
27187	street which is crowded	man	independent
27188	street which is crowded	street	independent
27189	street which is crowded	woman	independent
27190	street which is crowded	city street	independent
27191	crowded	walking	independent
27192	city	People	disjoint
27193	city	crowded street	independent
27194	man	People	forwardentailment
27195	man	crowded street	independent
27196	street	crowded street	independent
27197	woman	crowded street	independent
27198	street of a city	People	disjoint
27199	street of a city	crowded street	independent
27200	crowded street	city	independent
27201	crowded street	man	independent
27202	crowded street	woman	independent
27203	crowded street	city street	independent
27204	walking	idling	disjoint
27205	through a crowded street	in a city street	independent
27206	crowded	in a city street	independent
27207	surfer	big wave	independent
27208	wave	big wave	reverseentailment
27209	big wave	surfer	independent
27210	big wave	wave	forwardentailment
27211	small wave	surfer	independent
27212	small wave	wave	forwardentailment
27213	small wave	big wave	disjoint
27214	water	surfer	independent
27215	water	wave	reverseentailment
27216	water	big wave	independent
27217	dark green water	surfer	independent
27218	dark green water	wave	independent
27219	dark green water	big wave	independent
27220	dark	big	independent
27221	man	shorts	independent
27222	man	shirtless man	independent
27223	man	striped shorts and sunglasses	independent
27224	man	white shirt	independent
27225	shirt	shorts	disjoint
27226	shirt	shirtless man	disjoint
27227	shirt	striped shorts and sunglasses	independent
27228	shirt	white shirt	reverseentailment
27229	shorts	person	independent
27230	shorts	shirt	disjoint
27231	shorts	sunglasses	disjoint
27232	shorts	shirtless man	independent
27233	shorts	striped shorts and sunglasses	reverseentailment
27234	shorts	white shirt	independent
27235	sunglasses	person	disjoint
27236	sunglasses	shirt	disjoint
27237	sunglasses	shorts	disjoint
27238	sunglasses	shirtless man	independent
27239	sunglasses	striped shorts and sunglasses	independent
27240	sunglasses	white shirt	independent
27241	shirtless man	man	independent
27242	shirtless man	person	independent
27243	shirtless man	shirt	disjoint
27244	shirtless man	shorts	independent
27245	shirtless man	sunglasses	independent
27246	shirtless man	striped shorts and sunglasses	independent
27247	shirtless man	white shirt	disjoint
27248	striped shorts and sunglasses	man	independent
27249	striped shorts and sunglasses	person	independent
27250	striped shorts and sunglasses	shirt	independent
27251	striped shorts and sunglasses	shorts	forwardentailment
27252	striped shorts and sunglasses	sunglasses	independent
27253	striped shorts and sunglasses	shirtless man	independent
27254	striped shorts and sunglasses	white shirt	independent
27255	white shirt	man	independent
27256	white shirt	person	independent
27257	white shirt	shirt	forwardentailment
27258	white shirt	shorts	independent
27259	white shirt	sunglasses	independent
27260	white shirt	shirtless man	disjoint
27261	white shirt	striped shorts and sunglasses	independent
27262	shirtless	striped	independent
27263	shirtless	white	independent
27264	shirtless	near a person	independent
27265	striped	white	independent
27266	striped	near a person	independent
27267	white	striped	independent
27268	white	near a person	independent
27269	near a man	shirtless	independent
27270	near a man	striped	independent
27271	near a man	white	independent
27272	near a man	near a person	forwardentailment
27273	shirtless	near a man	independent
27274	striped	near a man	independent
27275	white	near a man	independent
27276	man	beads	independent
27277	man	green beads	independent
27278	man	man behind him	independent
27279	man	muscular man	independent
27280	beads	man	independent
27281	beads	green beads	reverseentailment
27282	beads	man behind him	independent
27283	beads	muscular man	independent
27284	green beads	man	independent
27285	green beads	beads	forwardentailment
27286	green beads	man behind him	independent
27287	green beads	muscular man	independent
27288	man behind him	man	disjoint
27289	man behind him	beads	independent
27290	man behind him	green beads	independent
27291	man behind him	muscular man	independent
27292	muscular black man	man	independent
27293	muscular black man	beads	independent
27294	muscular black man	green beads	independent
27295	muscular black man	man behind him	independent
27296	muscular black man	muscular man	forwardentailment
27297	black	muscular	independent
27298	green	muscular	independent
27299	muscular	green	independent
27300	man	muscular white man	independent
27301	beads	muscular white man	independent
27302	green beads	muscular white man	independent
27303	man behind him	muscular white man	independent
27304	muscular black man	muscular white man	disjoint
27305	muscular	white	independent
27306	beads	shirt	disjoint
27307	beads	shorts	disjoint
27308	beads	sunglasses	disjoint
27309	beads	shirtless man	independent
27310	beads	striped shorts and sunglasses	disjoint
27311	beads	white shirt	independent
27312	green beads	shirt	independent
27313	green beads	shorts	disjoint
27314	green beads	sunglasses	disjoint
27315	green beads	shirtless man	independent
27316	green beads	striped shorts and sunglasses	disjoint
27317	green beads	white shirt	disjoint
27318	man behind him	shirt	independent
27319	man behind him	shorts	independent
27320	man behind him	sunglasses	independent
27321	man behind him	shirtless man	independent
27322	man behind him	striped shorts and sunglasses	independent
27323	man behind him	white shirt	independent
27324	muscular man	man	independent
27325	muscular man	shirt	independent
27326	muscular man	shorts	independent
27327	muscular man	sunglasses	independent
27328	muscular man	shirtless man	independent
27329	muscular man	striped shorts and sunglasses	independent
27330	muscular man	white shirt	independent
27331	green	near a man	independent
27332	muscular	shirtless	independent
27333	muscular	striped	independent
27334	muscular	near a man	independent
27335	shirt	beads	disjoint
27336	shirt	green beads	independent
27337	shirt	man behind him	independent
27338	shirt	muscular white man	independent
27339	shorts	beads	disjoint
27340	shorts	green beads	disjoint
27341	shorts	man behind him	independent
27342	shorts	muscular white man	independent
27343	sunglasses	beads	disjoint
27344	sunglasses	green beads	disjoint
27345	sunglasses	man behind him	independent
27346	sunglasses	muscular white man	independent
27347	shirtless man	beads	independent
27348	shirtless man	green beads	independent
27349	shirtless man	man behind him	independent
27350	shirtless man	muscular white man	independent
27351	striped shorts and sunglasses	beads	disjoint
27352	striped shorts and sunglasses	green beads	disjoint
27353	striped shorts and sunglasses	man behind him	independent
27354	striped shorts and sunglasses	muscular white man	independent
27355	white shirt	beads	independent
27356	white shirt	green beads	disjoint
27357	white shirt	man behind him	independent
27358	white shirt	muscular white man	independent
27359	shirtless	green	independent
27360	shirtless	muscular	independent
27361	striped	muscular	independent
27362	white	muscular	independent
27363	near a man	green	independent
27364	near a man	muscular	independent
27365	muscular black man	shirt	independent
27366	muscular black man	shorts	independent
27367	muscular black man	sunglasses	independent
27368	muscular black man	shirtless man	independent
27369	muscular black man	striped shorts and sunglasses	independent
27370	muscular black man	white shirt	independent
27371	black	shirtless	independent
27372	black	striped	independent
27373	black	near a man	independent
27374	person	snowboard	disjoint
27375	person	pants	independent
27376	person	grey pants	independent
27377	person	person wearing grey pants	independent
27378	snowboard	person	disjoint
27379	snowboard	pants	disjoint
27380	snowboard	grey pants	independent
27381	snowboard	person wearing grey pants	independent
27382	pants	person	independent
27383	pants	snowboard	disjoint
27384	pants	grey pants	reverseentailment
27385	pants	person wearing grey pants	independent
27386	grey pants	person	independent
27387	grey pants	snowboard	disjoint
27388	grey pants	pants	forwardentailment
27389	grey pants	person wearing grey pants	independent
27390	person wearing grey pants	person	independent
27391	person wearing grey pants	snowboard	independent
27392	person wearing grey pants	pants	independent
27393	person wearing grey pants	grey pants	independent
27394	airborne	grey	independent
27395	airborne	on a snowboard	independent
27396	grey	airborne	independent
27397	grey	on a snowboard	independent
27398	on a snowboard	airborne	independent
27399	on a snowboard	grey	independent
27400	air	snowboard	independent
27401	air	pants	independent
27402	air	grey pants	independent
27403	air	person wearing grey pants	independent
27404	snowboarder	snowboard	synonym
27405	snowboarder	pants	independent
27406	snowboarder	grey pants	independent
27407	snowboarder	person wearing grey pants	independent
27408	through the air	airborne	synonym
27409	through the air	grey	independent
27410	through the air	on a snowboard	independent
27411	person	snowboarding man	reverseentailment
27412	snowboard	air	disjoint
27413	snowboard	man	independent
27414	snowboard	snowboarding man	independent
27415	pants	air	independent
27416	pants	man	independent
27417	pants	snowboarding man	independent
27418	pants on a snowboard	air	disjoint
27419	pants on a snowboard	man	independent
27420	pants on a snowboard	snowboarding man	independent
27421	wearing	snowboarding	independent
27422	grey	through the air	independent
27423	grey pants	air	independent
27424	grey pants	man	independent
27425	grey pants	snowboarding man	independent
27426	person wearing grey pants	air	independent
27427	person wearing grey pants	man	independent
27428	person wearing grey pants	snowboarding man	independent
27429	airborne	through the air	synonym
27430	on a snowboard	through the air	independent
27431	man	snowboard	independent
27432	man	grey pants	independent
27433	man	person wearing grey pants	independent
27434	snowboarding man	person	forwardentailment
27435	snowboarding man	snowboard	independent
27436	snowboarding man	pants	independent
27437	snowboarding man	grey pants	independent
27438	snowboarding man	person wearing grey pants	independent
27439	snowboarding	wearing	independent
27440	ball	headband	disjoint
27441	ball	green headband	independent
