CombID	label	meta	preds	pred
146	independent	org	[4.474382400512695, -0.6867243647575378, -3.571650266647339, 3.805820941925049, -0.18803751468658447, -3.4894094467163086, 0.9711114764213562, -2.284925937652588, 0.8800473213195801, 0.10638514906167984, -2.2068495750427246, 1.699361801147461, 5.182031631469727, -1.3532257080078125, -3.491716146469116, 4.991148948669434, -1.093206763267517, -3.602015495300293, 4.699069976806641, -2.2109484672546387, -2.433488368988037, 4.545587539672852, -2.1797289848327637, -2.3370308876037598, 4.950400352478027, -1.0403388738632202, -3.658515214920044, 4.704833030700684, -0.8058153390884399, -3.6906464099884033, 5.199979782104492, -1.6451815366744995, -3.2989330291748047, 5.185751914978027, -1.5117865800857544, -3.4013967514038086, 3.472336769104004, -1.1547355651855469, -2.3528003692626953, 2.6319844722747803, -0.8248182535171509, -1.9354221820831299, 4.683825492858887, -1.3220467567443848, -3.2220497131347656, 4.116040229797363, -1.0683162212371826, -2.9995155334472656, 2.966111421585083, -0.2852526307106018, -2.683736801147461, 3.1606860160827637, -0.056428734213113785, -3.034917116165161]	synonym
147	forwardentailment	org	[0.06064143776893616, 0.37304672598838806, -0.48836562037467957, 1.81510591506958, 1.8100210428237915, -3.278566837310791, -1.5614371299743652, -0.9550672173500061, 2.7154879570007324, 1.1387171745300293, -0.006517622619867325, -1.3901853561401367, -1.5777013301849365, -1.6064420938491821, 3.398881435394287, 2.3996992111206055, -1.0885810852050781, -1.6243976354599, -0.717317521572113, -1.110836386680603, 1.7000393867492676, 2.517587423324585, -1.7268130779266357, -1.0490981340408325, 2.06770396232605, 2.1858606338500977, -3.736785888671875, 1.916333556175232, 2.293592929840088, -3.6685643196105957, -0.5401018261909485, 1.0643599033355713, -0.46720901131629944, 2.913262128829956, 0.7551876902580261, -3.5123395919799805, -2.728940725326538, -0.9466984272003174, 4.198539733886719, 0.28360700607299805, -0.46606385707855225, -0.1310158669948578, -2.332458734512329, -0.6834583878517151, 3.308506727218628, 1.5644621849060059, -1.5343563556671143, -0.4282104969024658, -1.8486676216125488, -1.8332710266113281, 4.012266159057617, -0.2919081449508667, -1.4484318494796753, 1.4403603076934814]	disjoint
148	disjoint	org	[1.9163304567337036, -0.46118035912513733, -1.6410470008850098, -0.013933107256889343, 3.595473051071167, -2.8766658306121826, 2.5611116886138916, 0.4077553451061249, -2.9465479850769043, 1.5124759674072266, 2.641982078552246, -3.50838041305542, 0.7911059856414795, -0.3127656579017639, -0.7311559319496155, -1.2369903326034546, 2.2749061584472656, -0.7264541387557983, 2.053591728210449, -0.9255986213684082, -1.370282530784607, -2.1729769706726074, 1.8785045146942139, 0.49124568700790405, 4.159848213195801, -0.7477260828018188, -3.322877883911133, 0.5354710817337036, 3.257431983947754, -3.1273529529571533, -2.1209635734558105, 0.22011487185955048, 2.0664422512054443, -2.0569193363189697, 1.3737609386444092, 0.8811158537864685, -0.7483223676681519, -1.311682105064392, 1.872851848602295, -1.8773866891860962, 1.8160626888275146, 0.30568358302116394, -1.5415384769439697, 0.34132707118988037, 1.1703153848648071, -3.5949044227600098, 1.274524450302124, 2.6127471923828125, 0.2224167436361313, -0.2646610736846924, -0.1083480641245842, -1.1093686819076538, 0.8762422800064087, 0.2515685558319092]	independent
149	disjoint	org	[0.6479266881942749, 3.7300119400024414, -3.5413825511932373, 3.0084774494171143, -0.39818742871284485, -2.684586524963379, 2.2981488704681396, 0.12599971890449524, -2.4937338829040527, 2.6663668155670166, -0.26529815793037415, -2.5142829418182373, 1.820746898651123, 3.13661789894104, -4.216014862060547, 3.561288356781006, 0.12873870134353638, -3.5935535430908203, 4.765494346618652, -1.370112657546997, -3.288532018661499, 0.9403762817382812, 1.3669135570526123, -2.1860246658325195, 2.163336753845215, 1.0909554958343506, -3.0833334922790527, 3.981537342071533, -0.14883378148078918, -3.6771907806396484, 1.72504460811615, 2.0142831802368164, -3.305652379989624, 0.1810544729232788, 1.0165987014770508, -1.1882597208023071, 2.6333439350128174, 1.0995678901672363, -3.540825843811035, -1.5709434747695923, 0.8023061752319336, 0.8539372682571411, 2.3202736377716064, 1.1508805751800537, -3.260146141052246, 0.07330184429883957, -0.4399697184562683, 0.0908212661743164, 0.7085937261581421, -0.30078238248825073, -0.6910606622695923, -0.45966199040412903, -1.0150865316390991, 1.2286088466644287]	independent
150	disjoint	org	[1.7378478050231934, 2.787562847137451, -3.904358148574829, 1.1495139598846436, -0.026763252913951874, -1.2537636756896973, 0.25343820452690125, 1.7935442924499512, -1.8641289472579956, -0.04356674477458, 0.46480584144592285, -0.5445339679718018, 0.8461201190948486, -0.6205103993415833, -0.5104297399520874, 0.5923328995704651, -1.0803802013397217, 0.1498744636774063, 2.5918233394622803, -1.7110309600830078, -1.162657380104065, -2.0967705249786377, -0.5882720351219177, 2.999788522720337, 0.6231291890144348, 2.1611218452453613, -2.4914305210113525, -1.2345430850982666, 2.530988931655884, -0.9084943532943726, 0.09271500259637833, 3.6617212295532227, -2.9755873680114746, -3.080623149871826, 0.7873568534851074, 2.6611030101776123, -0.24691815674304962, 0.5486999154090881, -0.37784111499786377, -2.540771961212158, 0.34397265315055847, 2.487304449081421, -2.07726788520813, 0.04891640692949295, 2.1368026733398438, -2.024104356765747, -0.3822871744632721, 2.5524375438690186, 0.8458333611488342, -1.0878674983978271, -0.12026358395814896, -1.126219630241394, -1.3005895614624023, 2.444061517715454]	independent
151	reverseentailment	org	[2.798356533050537, 0.15546664595603943, -2.9321866035461426, 2.79252290725708, -0.45637911558151245, -2.4823756217956543, 3.230703592300415, 0.5537588596343994, -3.587263584136963, 3.65116810798645, 0.06851507723331451, -3.5697853565216064, 4.686515808105469, -0.9071056842803955, -3.583437919616699, 5.094477653503418, -1.2571672201156616, -3.5686984062194824, 3.0227267742156982, -1.997715711593628, -1.2270090579986572, 4.362757682800293, -1.671181082725525, -2.6636905670166016, 1.76719331741333, 1.5033047199249268, -3.0060997009277344, 4.188738822937012, -0.12220825254917145, -3.8577544689178467, 1.7753123044967651, 0.20598392188549042, -2.133974075317383, 0.9549040794372559, -0.7130986452102661, -0.5793582201004028, 0.4869477152824402, -0.18070179224014282, -0.6069183349609375, 0.22170844674110413, 0.14440418779850006, -0.54811030626297, 3.630164623260498, -1.245072364807129, -2.451570987701416, 3.023646116256714, -0.9994163513183594, -2.1693015098571777, 1.7706282138824463, -0.6619330644607544, -1.3559386730194092, 1.4761996269226074, -0.9815658926963806, -0.8178768157958984]	disjoint
152	disjoint	org	[-1.744604229927063, 5.372241020202637, -2.584554672241211, -0.9882214069366455, 0.9703295826911926, 0.16319751739501953, 0.18427959084510803, 0.4674454629421234, -0.7631796598434448, -0.3928920030593872, 0.7295403480529785, -0.3738919794559479, -1.9795470237731934, 3.577789068222046, -0.9993031024932861, 4.65299129486084, -2.094564914703369, -2.4974684715270996, -1.8434466123580933, 2.142153024673462, -0.13147926330566406, -2.423964262008667, -0.4566679894924164, 3.2257838249206543, -1.2049275636672974, 4.227025032043457, -2.2504992485046387, 0.5584936141967773, -0.07556650042533875, -0.721360445022583, -3.372243642807007, 2.3667500019073486, 1.2953128814697266, -3.2997565269470215, 1.5205485820770264, 2.1073784828186035, -3.5317959785461426, 1.335249423980713, 2.6267123222351074, -3.2570204734802246, -0.8604410886764526, 4.781869888305664, -2.80768084526062, -0.021563131362199783, 3.166320323944092, -2.812290906906128, -0.6448136568069458, 3.9565749168395996, -2.246450185775757, 0.8378603458404541, 1.7623246908187866, -2.0784356594085693, -1.267115592956543, 3.8066349029541016]	disjoint
153	disjoint	add	[-1.7171525955200195, 5.256393909454346, -2.535865068435669, -0.6723541021347046, 0.3426627516746521, 0.35134392976760864, 0.37196844816207886, -0.24408835172653198, -0.3901338279247284, -0.16293063759803772, 0.2308575063943863, -0.17680954933166504, -2.113159418106079, 3.5377016067504883, -0.816737711429596, 4.4883527755737305, -2.098362684249878, -2.3518927097320557, -1.6743751764297485, 1.7277032136917114, 0.06300495564937592, -2.1851909160614014, -0.713740348815918, 3.2269139289855957, -1.050478458404541, 4.249911308288574, -2.413566827774048, 0.590881884098053, -0.12285823374986649, -0.6993566751480103, -2.9991538524627686, 2.259387493133545, 0.9704198241233826, -2.8185579776763916, 1.3729405403137207, 1.7123970985412598, -3.440936803817749, 1.2360506057739258, 2.6284334659576416, -3.0892462730407715, -1.0632976293563843, 4.810382843017578, -2.737334966659546, 0.27062082290649414, 2.7194442749023438, -2.5910439491271973, -0.5562401413917542, 3.555521249771118, -1.917529582977295, 0.494185209274292, 1.7455387115478516, -1.7140933275222778, -1.3778400421142578, 3.4197499752044678]	disjoint
154	independent	org	[1.5002634525299072, 0.5801303386688232, -2.1093006134033203, 0.08967629075050354, 4.816616535186768, -3.7827115058898926, -2.188338041305542, 1.1882151365280151, 1.3126893043518066, -0.4967620372772217, 1.8252390623092651, -1.224953532218933, -0.3737279772758484, 0.19347557425498962, 0.034644730389118195, 1.454671859741211, 2.1416425704956055, -3.2001538276672363, -0.8405158519744873, 0.370779812335968, 0.2666292190551758, 2.0039007663726807, 1.1558547019958496, -2.995476245880127, 2.8503119945526123, 1.9542646408081055, -4.231640815734863, -0.04204593598842621, 4.164645671844482, -3.2159972190856934, -0.2650582790374756, 3.0516324043273926, -2.2283554077148438, 0.29460227489471436, 5.044311046600342, -4.101762294769287, -3.100580930709839, 0.47927606105804443, 3.0565454959869385, 0.3497428894042969, 2.8579483032226562, -2.6643364429473877, -1.5360867977142334, -0.29986563324928284, 1.8181657791137695, 0.6456636190414429, -0.388153612613678, -0.5556435585021973, -1.7820204496383667, 1.4989228248596191, 0.4363967776298523, -1.315086007118225, 2.412001132965088, -0.6929265260696411]	independent
155	independent	add	[-1.0874269008636475, 0.8233231902122498, 0.32531973719596863, 0.38013529777526855, 0.8231481313705444, -1.2792859077453613, -1.2863142490386963, -0.6790474653244019, 2.0204977989196777, -1.47731614112854, -1.2107107639312744, 2.8200321197509766, -2.358510732650757, 0.093780517578125, 2.6470890045166016, 2.139570951461792, -0.07316943258047104, -2.198976993560791, -0.15910696983337402, -1.9731452465057373, 2.098109483718872, 3.1785898208618164, -2.3838021755218506, -0.9385027885437012, -0.34702152013778687, 0.19521136581897736, 0.03817779943346977, 1.9290030002593994, 0.8758059740066528, -2.7596261501312256, -1.8577302694320679, -0.5000056028366089, 2.567652463912964, 0.01233808696269989, -0.24845150113105774, 0.037668779492378235, -3.003767967224121, -0.15929964184761047, 3.701733112335205, 0.8801947236061096, -1.8915162086486816, 0.6758595705032349, -3.110707998275757, -0.6911739706993103, 4.38247013092041, 0.6927152872085571, -0.6079715490341187, -0.3863969147205353, -3.1999289989471436, -0.7853245735168457, 4.625568389892578, -1.1272062063217163, -0.8922191262245178, 2.0873138904571533]	disjoint
156	independent	org	[-0.2228320986032486, 2.678445339202881, -1.983485221862793, 1.2137458324432373, 1.089918851852417, -2.202751636505127, -2.345590829849243, 4.078988075256348, -1.0341796875, -1.1029798984527588, 0.42872536182403564, 0.6633483171463013, 1.858168601989746, 0.27486786246299744, -2.2418322563171387, 1.0693295001983643, -0.20405378937721252, -1.1020257472991943, 1.8516008853912354, -0.8846345543861389, -1.2137051820755005, 2.2595934867858887, -0.8438563942909241, -1.578620433807373, 1.7242844104766846, 2.5764620304107666, -3.688225269317627, 3.087249517440796, 0.891242504119873, -3.7075250148773193, 2.088684320449829, 1.3389642238616943, -3.1992149353027344, 1.7430682182312012, 1.3685237169265747, -2.8962578773498535, -0.1655977964401245, 0.9351779222488403, -0.8132004737854004, -1.0796432495117188, 1.503684639930725, -0.32107290625572205, -0.24931424856185913, -0.09002213180065155, 0.15381017327308655, 0.45202726125717163, 0.6742645502090454, -1.219192385673523, -1.0367257595062256, 0.7682231664657593, 0.3229425549507141, -0.6193597316741943, -0.5079169869422913, 1.004615306854248]	independent
157	disjoint	add	[0.6274861097335815, 1.7558565139770508, -2.195142984390259, 0.2801033556461334, 0.5829226970672607, -0.9369239807128906, -1.0930947065353394, 4.219127178192139, -2.2912416458129883, -2.0178029537200928, 2.9946489334106445, -0.483600378036499, -0.3501357436180115, -1.1341686248779297, 1.227734923362732, -2.2908124923706055, -1.7104060649871826, 4.545096397399902, 0.38070541620254517, -1.5945428609848022, 0.8828248381614685, 0.30489248037338257, -1.7928153276443481, 1.2574691772460938, -0.36090540885925293, 1.7454700469970703, -1.2470834255218506, -1.6050646305084229, 1.8488304615020752, -0.0830303356051445, -1.0294263362884521, 2.1174895763397217, -0.8715254664421082, -2.124066114425659, -0.0010427087545394897, 2.3418967723846436, -2.189899444580078, -0.17468062043190002, 2.579022169113159, -3.0026094913482666, -0.1901898980140686, 3.6987950801849365, -2.2595536708831787, -0.4724193811416626, 2.9756650924682617, -3.195453405380249, 0.18743541836738586, 3.5192413330078125, -1.8587218523025513, 0.5479211807250977, 1.6218429803848267, -1.8973536491394043, 1.597778558731079, 0.6234793066978455]	independent
158	independent	org	[0.4200335144996643, 2.772482395172119, -2.6522045135498047, -2.9078781604766846, 0.35736405849456787, 3.0232832431793213, 0.7865943908691406, 1.1880429983139038, -1.8937976360321045, -1.8708938360214233, -2.0336575508117676, 4.2547454833984375, 0.4147155284881592, 3.060211420059204, -2.8935298919677734, 1.8604114055633545, 0.5393198728561401, -2.5024993419647217, 2.5410730838775635, -0.671860933303833, -2.0515403747558594, 2.2724063396453857, -2.8804144859313965, 0.29353052377700806, 4.168001174926758, 0.427905797958374, -4.229079246520996, 2.9049060344696045, 0.7442833185195923, -3.4855399131774902, 2.1190950870513916, 0.5589382648468018, -2.659959316253662, 3.648970127105713, -0.8761507868766785, -2.7386088371276855, 0.04941216856241226, 3.0417470932006836, -2.5417118072509766, 1.375775933265686, -1.197631597518921, -0.4949500560760498, 0.2384328693151474, 0.8871587514877319, -1.1400721073150635, 3.2721164226531982, -1.0577688217163086, -2.3274805545806885, -1.6865633726119995, -0.23848958313465118, 1.9877586364746094, 0.2259281575679779, -0.5779263377189636, 0.006958924233913422]	independent
159	disjoint	add	[0.5218080282211304, 2.2627782821655273, -2.43886399269104, 0.26685163378715515, 0.632912278175354, -0.9349795579910278, -1.624450445175171, -1.8698290586471558, 3.72743558883667, -2.4587934017181396, -1.5220909118652344, 4.546903610229492, 0.02794504165649414, 1.9069902896881104, -1.7347939014434814, -0.20704784989356995, -1.0904908180236816, 1.190628170967102, 2.766530752182007, -1.2329667806625366, -1.7349121570587158, 0.8725507259368896, -2.585226535797119, 1.4891575574874878, 2.408616304397583, -0.02837013453245163, -2.49198055267334, 0.07275013625621796, 1.9770441055297852, -1.7603628635406494, 0.2003103643655777, 0.25189030170440674, -0.642379105091095, -1.5353717803955078, 1.0605683326721191, 0.6032692193984985, -0.7232572436332703, 1.6470260620117188, -0.7861145734786987, -0.6955104470252991, -2.2127885818481445, 2.7648887634277344, -1.0975828170776367, -0.486158549785614, 1.5143630504608154, 0.22621576488018036, -1.1023622751235962, 0.5594378709793091, -1.6433789730072021, 0.12606318295001984, 1.627833604812622, -2.2092204093933105, -0.3525916337966919, 2.9855635166168213]	independent
160	disjoint	add	[0.12414216995239258, 2.396609306335449, -2.1184139251708984, 0.011016592383384705, 0.39884647727012634, -0.5482053756713867, -0.258524626493454, -0.4460721015930176, 0.3946448564529419, -2.3799970149993896, -1.5383479595184326, 4.420543670654297, -1.1689497232437134, 1.5813579559326172, -0.3077958822250366, 2.636782646179199, 0.2792252004146576, -2.9933204650878906, 1.2314229011535645, -0.35457757115364075, -1.0937334299087524, 3.8625009059906006, -2.5766048431396484, -1.416752576828003, 1.3437488079071045, 3.4787802696228027, -3.9704604148864746, 3.223930597305298, 0.7028045654296875, -3.7357773780822754, 0.6173523664474487, 0.9656279683113098, -1.5483670234680176, 3.8994789123535156, -0.66341632604599, -3.1664681434631348, -1.508498191833496, 2.6895580291748047, -0.8315684199333191, 0.6515665054321289, -0.7817710638046265, -0.24108636379241943, -0.027624079957604408, 0.27527356147766113, -0.3895745873451233, 3.145310878753662, -1.2809200286865234, -2.016554832458496, -1.6887080669403076, 1.4385628700256348, 0.40596145391464233, 0.40721985697746277, 0.6024746894836426, -1.1373682022094727]	independent
161	reverseentailment	org	[2.8802883625030518, 0.7642689347267151, -3.4353508949279785, 4.545855522155762, -1.2807934284210205, -3.129770040512085, -0.6876329183578491, -1.309545874595642, 1.7797513008117676, 1.3161988258361816, -2.216825008392334, 0.48446714878082275, 2.1915080547332764, 1.3569724559783936, -3.2838871479034424, 5.3087663650512695, -1.5164052248001099, -3.476877450942993, 1.5632855892181396, 0.3960813879966736, -2.031851291656494, 5.08621883392334, -2.341484546661377, -2.6149396896362305, 3.862560749053955, 0.8065372705459595, -4.231478691101074, 5.164547920227051, -1.2709324359893799, -3.617798089981079, 1.8754172325134277, 3.339755058288574, -4.336926460266113, 5.5367279052734375, -1.8826062679290771, -3.303527355194092, -1.7851721048355103, 4.229942798614502, -1.6765985488891602, 4.465677261352539, -1.2886959314346313, -3.063161849975586, -0.9749652147293091, 1.4473646879196167, -0.3545704782009125, 3.460536241531372, -1.1048905849456787, -2.428147792816162, 0.31879475712776184, 2.3916397094726562, -2.2708663940429688, 3.665928602218628, -0.6524404883384705, -2.92209529876709]	reverseentailment
162	disjoint	org	[0.38862985372543335, 1.3063734769821167, -1.5563188791275024, -0.3627821207046509, 1.3878220319747925, -0.8373237252235413, -1.3030364513397217, 0.1783665269613266, 1.1648565530776978, 2.4222302436828613, -0.3705809414386749, -2.198699712753296, 2.018261671066284, 0.24028348922729492, -2.3636014461517334, 3.887181282043457, 0.07835358381271362, -3.7785542011260986, -0.04019239544868469, 0.004907309077680111, -0.13473299145698547, 4.344873428344727, -1.5575509071350098, -2.7564120292663574, 0.8204418420791626, 2.678955554962158, -2.9481418132781982, 3.6941263675689697, 0.04583841562271118, -3.6017098426818848, -0.7805585265159607, 3.1031150817871094, -1.7919254302978516, 5.355416297912598, -1.1703834533691406, -3.832679033279419, -1.3765848875045776, 2.8977296352386475, -1.0746821165084839, 2.5776596069335938, 0.16160765290260315, -2.749638795852661, -1.3811590671539307, 0.49720293283462524, 0.9053963422775269, 0.6708177328109741, 0.48910409212112427, -1.277451515197754, -1.1284703016281128, 1.673250436782837, -0.3093958795070648, 2.313121795654297, 0.013079576194286346, -2.384218692779541]	independent
163	synonym	org	[3.672245979309082, -0.3665188252925873, -3.2344017028808594, 3.76653790473938, -0.34693649411201477, -3.318885326385498, 1.6788454055786133, 0.271947979927063, -2.0747783184051514, 1.569252848625183, 0.06925707310438156, -1.8197026252746582, 4.995875358581543, -1.3743102550506592, -3.3817477226257324, 5.046147346496582, -1.38815176486969, -3.416435718536377, 4.821866035461426, -2.0437796115875244, -2.697192668914795, 4.284696578979492, -1.577524185180664, -2.687227249145508, 2.5160720348358154, 1.3771116733551025, -3.552971363067627, 3.277764320373535, 0.7079821825027466, -3.7334606647491455, 3.768876791000366, -1.226317048072815, -2.5643982887268066, 3.945849895477295, -1.312711477279663, -2.6341516971588135, 2.157224178314209, -0.49341267347335815, -1.8586955070495605, 1.5328176021575928, -0.44228595495224, -1.3327007293701172, 3.7992942333221436, -1.0763946771621704, -2.7506566047668457, 3.754120349884033, -1.0644526481628418, -2.7324721813201904, 2.7882509231567383, 0.1845097690820694, -2.9082107543945312, 2.496032476425171, 0.2142651379108429, -2.688281297683716]	synonym
164	forwardentailment	org	[3.1334636211395264, -0.7284786701202393, -2.4882359504699707, -1.0775299072265625, 4.797649383544922, -2.706000804901123, 4.514141082763672, -0.8109568357467651, -3.496706962585449, 2.090841054916382, 1.145265817642212, -3.0229344367980957, 4.985525131225586, -1.3521649837493896, -3.4420552253723145, 1.2163734436035156, 3.0881173610687256, -3.6355323791503906, 4.576521873474121, -2.273742437362671, -2.267518997192383, -0.5120798945426941, 3.08353328704834, -2.175361394882202, 2.939664602279663, 0.10189980268478394, -3.0164361000061035, -0.08544907718896866, 3.485762596130371, -2.7547428607940674, 4.434121131896973, -1.573678970336914, -2.8011765480041504, -0.3708856999874115, 4.026411533355713, -2.8739874362945557, 2.2940356731414795, -1.276354432106018, -1.2424521446228027, 0.5048381090164185, 2.715150833129883, -2.708301544189453, 4.115082740783691, -1.4363319873809814, -2.6595706939697266, 2.4112486839294434, 0.5100103616714478, -2.8723368644714355, 1.3948683738708496, -0.10845176875591278, -1.451103687286377, 0.7088406085968018, 0.4818766117095947, -1.2933648824691772]	independent
165	independent	add	[-1.8956838846206665, 2.936591148376465, -0.5509215593338013, 0.010511644184589386, 4.128713607788086, -3.2427868843078613, -0.48337051272392273, 1.225480079650879, -0.7793728709220886, 0.9806329607963562, -0.4426191449165344, -0.8409242630004883, -3.034778118133545, 2.0301952362060547, 1.405888319015503, 0.24895237386226654, 3.5539040565490723, -3.11898136138916, 0.5600364208221436, -0.7302021980285645, -0.11814256012439728, 2.017287015914917, 0.5916981101036072, -2.6380481719970703, -0.16834628582000732, 2.8993163108825684, -2.2528295516967773, 0.30130237340927124, 3.237356185913086, -2.898059606552124, -1.1742193698883057, 1.5652475357055664, -0.23962825536727905, -0.8673419952392578, 4.366145133972168, -2.636702060699463, -2.235455274581909, 1.2448930740356445, 1.3242604732513428, 0.7285202741622925, 1.4357539415359497, -2.082448959350586, -2.2175347805023193, 1.565073013305664, 1.0035955905914307, -0.21175292134284973, 0.6514744758605957, -0.5445318818092346, -0.9671651124954224, 1.9719672203063965, -0.7869585752487183, -0.9883735179901123, 1.095149040222168, -0.06746264547109604]	independent
166	independent	org	[1.8100303411483765, 0.23034343123435974, -2.115109920501709, 1.6595293283462524, 0.08480251580476761, -1.8777551651000977, 1.597607135772705, -0.9505696296691895, -0.9595898389816284, 0.4220864772796631, -0.35263094305992126, -0.40011176466941833, 3.904775381088257, -1.1395680904388428, -2.7729859352111816, 3.175368547439575, -0.5838512182235718, -2.658041000366211, 3.1036875247955322, -1.2453694343566895, -2.0081138610839844, 2.701192855834961, -1.6044622659683228, -1.3149744272232056, 1.127707600593567, 1.323337197303772, -2.3368470668792725, 1.6011978387832642, 0.7782319784164429, -2.3960440158843994, 0.18654607236385345, 2.421203136444092, -2.1862239837646484, -1.0022945404052734, 0.13347530364990234, 0.841957151889801, 0.9891440868377686, -1.1700302362442017, -0.20083960890769958, -0.19838440418243408, -0.07877403497695923, 0.10240001231431961, 1.151350975036621, -1.27425217628479, -0.2591332197189331, 0.2526141405105591, -0.5755031704902649, -0.004387218505144119, 0.05809512361884117, -0.6641318798065186, 0.3015783131122589, -0.12995943427085876, -1.1983041763305664, 0.9937521815299988]	disjoint
167	independent	org	[1.0242618322372437, 0.5163911581039429, -1.6385444402694702, 2.120929479598999, 0.4768717885017395, -2.6025989055633545, 1.3312031030654907, -0.07118453830480576, -1.5108094215393066, 1.6730091571807861, -0.02126847207546234, -1.844587802886963, 2.336286783218384, -0.6842800378799438, -1.8564589023590088, 2.5122320652008057, -0.0753326565027237, -2.517087936401367, 1.1000938415527344, 0.17382597923278809, -1.4594804048538208, 3.0240490436553955, -1.7739086151123047, -1.420854091644287, 0.6693513989448547, 1.9282867908477783, -2.344759225845337, 0.7436874508857727, 1.953049898147583, -2.3959527015686035, -0.6075946688652039, 2.583904504776001, -1.5576362609863281, -0.37768399715423584, 0.7437716722488403, -0.3999898433685303, -1.2392950057983398, 0.35790058970451355, 0.9363229870796204, 0.4112975001335144, 0.2402009665966034, -0.8376317024230957, -1.1990582942962646, -0.8869240283966064, 1.9885092973709106, 1.9696780443191528, -1.0142550468444824, -1.2535125017166138, 0.0023613041266798973, -0.7555451393127441, 0.4406176805496216, 0.6393355131149292, -0.7875939607620239, -0.2225809395313263]	independent
168	independent	org	[1.5831255912780762, -0.129800945520401, -1.6184237003326416, 2.1276955604553223, 2.1965088844299316, -3.764664649963379, -0.6355718374252319, -0.7418956160545349, 1.19722580909729, 2.5633037090301514, -0.5892711281776428, -2.1374101638793945, 1.4221811294555664, 0.03162302076816559, -1.6134406328201294, 4.325586318969727, 0.9169152975082397, -4.679145336151123, 2.5860795974731445, -1.938075304031372, -0.8620814085006714, 4.037071228027344, -1.682276725769043, -2.4022297859191895, 2.535299062728882, 0.4685855209827423, -2.951833724975586, 4.171897888183594, -0.920129120349884, -3.1676812171936035, 1.7127044200897217, -0.4037577509880066, -1.5110986232757568, 4.5853986740112305, -0.8696581721305847, -3.5315380096435547, -0.9209491610527039, 2.5986595153808594, -1.2338454723358154, 2.8910253047943115, 3.0012428760528564, -4.945860862731934, 1.5825406312942505, -0.9091126322746277, -0.9594610333442688, 2.6336982250213623, 0.008422791957855225, -2.6827845573425293, 0.35584935545921326, -0.35517826676368713, -0.27632683515548706, 1.798046588897705, 1.2359416484832764, -2.841693878173828]	reverseentailment
169	disjoint	org	[1.1688735485076904, -0.03414653241634369, -1.2931773662567139, 0.3051743507385254, 0.45766326785087585, -0.8453270792961121, 0.1868308186531067, -1.0321027040481567, 0.4296496510505676, -2.0123589038848877, -0.04944387823343277, 2.2879486083984375, 0.06488625705242157, 0.9315562844276428, -1.034855604171753, -2.168684482574463, -0.9199593663215637, 3.459667444229126, -1.2649333477020264, -1.4707874059677124, 2.793351411819458, -1.974549412727356, -1.2183964252471924, 3.4482500553131104, -0.8177868127822876, -0.07368694245815277, 0.8290882110595703, -1.7801172733306885, 0.8574131727218628, 1.0238323211669922, -3.3289706707000732, 1.1508815288543701, 2.654479503631592, -3.249330759048462, -0.27881914377212524, 4.118950366973877, -1.109770655632019, 0.7350164651870728, 0.3631846010684967, -2.9166483879089355, -0.5775984525680542, 3.982158660888672, -2.5610132217407227, -0.06206396222114563, 2.9047579765319824, -2.3800933361053467, -0.16355282068252563, 2.760251998901367, -2.0716803073883057, -2.122375011444092, 4.610644817352295, -2.177996873855591, -1.8634878396987915, 4.503953456878662]	disjoint
170	disjoint	add	[0.9444208145141602, 0.3825768828392029, -1.4120450019836426, 1.3355109691619873, -0.11369548738002777, -1.3765209913253784, -0.3928981125354767, -0.9615294933319092, 1.0485734939575195, -1.7437952756881714, -1.6341469287872314, 3.622347354888916, -1.3686552047729492, 0.944563627243042, 0.6104917526245117, -1.7176127433776855, -1.4669086933135986, 3.4560155868530273, -0.6375011205673218, -1.249634027481079, 1.7013390064239502, -1.5919028520584106, -1.463975191116333, 3.1881680488586426, -0.537623405456543, 0.45029646158218384, 0.012302685528993607, -1.482574224472046, 0.3686469793319702, 1.1592419147491455, -2.981022357940674, 1.7238508462905884, 1.623653769493103, -2.6209182739257812, -0.9134886860847473, 4.049836158752441, -2.891326665878296, 1.306406021118164, 1.9139074087142944, -2.642026901245117, -0.4411538541316986, 3.4632182121276855, -3.44268536567688, 0.22790023684501648, 3.7744972705841064, -1.9026848077774048, -0.5882599353790283, 2.611600875854492, -2.2976903915405273, -1.7180393934249878, 4.558661460876465, -2.363623857498169, -2.2263481616973877, 5.1563286781311035]	disjoint
