CombID	SenID	templatenum	prem	hyp
52	105	6	A kid fetches a gym by a tree in the yard.	a kid gets a outdoors
52	105	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a gym
52	105	7	A green frog buys a gym from a stand.	There is a green frog buying a outdoors
52	105	7	A green frog buys a outdoors from a stand.	There is a green frog buying a gym
52	105	8	A gym	A outdoors
52	105	8	A outdoors	A gym
53	105	0	The gym is photographed with a camera	There is a Four girls present
53	105	0	The Four girls is photographed with a camera	There is a gym present
53	105	1	The gym is in the water	The Four girls is wet
53	105	1	The Four girls is in the water	The gym is wet
53	105	2	A gym is outside near a campfire at night	There is a Four girls outside
53	105	2	A Four girls is outside near a campfire at night	There is a gym outside
53	105	3	A young woman is looking at a gym with a binocular	A Four girls is looked at by a woman
53	105	3	A young woman is looking at a Four girls with a binocular	A gym is looked at by a woman
53	105	4	Several people are moving towards the gym	There is a group of people near the Four girls
53	105	4	Several people are moving towards the Four girls	There is a group of people near the gym
53	105	5	A bald man standing to the side of a gym	The man stands near a Four girls.
53	105	5	A bald man standing to the side of a Four girls	The man stands near a gym.
53	105	6	A kid fetches a gym by a tree in the yard.	a kid gets a Four girls
53	105	6	A kid fetches a Four girls by a tree in the yard.	a kid gets a gym
53	105	7	A green frog buys a gym from a stand.	There is a green frog buying a Four girls
53	105	7	A green frog buys a Four girls from a stand.	There is a green frog buying a gym
53	105	8	A gym	A Four girls
53	105	8	A Four girls	A gym
54	105	0	The backbends is photographed with a camera	There is a girls present
54	105	0	The girls is photographed with a camera	There is a backbends present
54	105	1	The backbends is in the water	The girls is wet
54	105	1	The girls is in the water	The backbends is wet
54	105	2	A backbends is outside near a campfire at night	There is a girls outside
54	105	2	A girls is outside near a campfire at night	There is a backbends outside
54	105	3	A young woman is looking at a backbends with a binocular	A girls is looked at by a woman
54	105	3	A young woman is looking at a girls with a binocular	A backbends is looked at by a woman
54	105	4	Several people are moving towards the backbends	There is a group of people near the girls
54	105	4	Several people are moving towards the girls	There is a group of people near the backbends
54	105	5	A bald man standing to the side of a backbends	The man stands near a girls.
54	105	5	A bald man standing to the side of a girls	The man stands near a backbends.
54	105	6	A kid fetches a backbends by a tree in the yard.	a kid gets a girls
54	105	6	A kid fetches a girls by a tree in the yard.	a kid gets a backbends
54	105	7	A green frog buys a backbends from a stand.	There is a green frog buying a girls
54	105	7	A green frog buys a girls from a stand.	There is a green frog buying a backbends
54	105	8	A backbends	A girls
54	105	8	A girls	A backbends
55	105	0	The backbends is photographed with a camera	There is a outdoors present
55	105	0	The outdoors is photographed with a camera	There is a backbends present
55	105	1	The backbends is in the water	The outdoors is wet
55	105	1	The outdoors is in the water	The backbends is wet
55	105	2	A backbends is outside near a campfire at night	There is a outdoors outside
55	105	2	A outdoors is outside near a campfire at night	There is a backbends outside
55	105	3	A young woman is looking at a backbends with a binocular	A outdoors is looked at by a woman
55	105	3	A young woman is looking at a outdoors with a binocular	A backbends is looked at by a woman
55	105	4	Several people are moving towards the backbends	There is a group of people near the outdoors
55	105	4	Several people are moving towards the outdoors	There is a group of people near the backbends
55	105	5	A bald man standing to the side of a backbends	The man stands near a outdoors.
55	105	5	A bald man standing to the side of a outdoors	The man stands near a backbends.
55	105	6	A kid fetches a backbends by a tree in the yard.	a kid gets a outdoors
55	105	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a backbends
55	105	7	A green frog buys a backbends from a stand.	There is a green frog buying a outdoors
55	105	7	A green frog buys a outdoors from a stand.	There is a green frog buying a backbends
55	105	8	A backbends	A outdoors
55	105	8	A outdoors	A backbends
56	105	0	The backbends is photographed with a camera	There is a Four girls present
56	105	0	The Four girls is photographed with a camera	There is a backbends present
56	105	1	The backbends is in the water	The Four girls is wet
56	105	1	The Four girls is in the water	The backbends is wet
56	105	2	A backbends is outside near a campfire at night	There is a Four girls outside
56	105	2	A Four girls is outside near a campfire at night	There is a backbends outside
56	105	3	A young woman is looking at a backbends with a binocular	A Four girls is looked at by a woman
56	105	3	A young woman is looking at a Four girls with a binocular	A backbends is looked at by a woman
56	105	4	Several people are moving towards the backbends	There is a group of people near the Four girls
56	105	4	Several people are moving towards the Four girls	There is a group of people near the backbends
56	105	5	A bald man standing to the side of a backbends	The man stands near a Four girls.
56	105	5	A bald man standing to the side of a Four girls	The man stands near a backbends.
56	105	6	A kid fetches a backbends by a tree in the yard.	a kid gets a Four girls
56	105	6	A kid fetches a Four girls by a tree in the yard.	a kid gets a backbends
56	105	7	A green frog buys a backbends from a stand.	There is a green frog buying a Four girls
56	105	7	A green frog buys a Four girls from a stand.	There is a green frog buying a backbends
56	105	8	A backbends	A Four girls
56	105	8	A Four girls	A backbends
57	105	0	The children is photographed with a camera	There is a backbends present
57	105	0	The backbends is photographed with a camera	There is a children present
57	105	1	The children is in the water	The backbends is wet
57	105	1	The backbends is in the water	The children is wet
57	105	2	A children is outside near a campfire at night	There is a backbends outside
57	105	2	A backbends is outside near a campfire at night	There is a children outside
57	105	3	A young woman is looking at a children with a binocular	A backbends is looked at by a woman
57	105	3	A young woman is looking at a backbends with a binocular	A children is looked at by a woman
57	105	4	Several people are moving towards the children	There is a group of people near the backbends
57	105	4	Several people are moving towards the backbends	There is a group of people near the children
57	105	5	A bald man standing to the side of a children	The man stands near a backbends.
57	105	5	A bald man standing to the side of a backbends	The man stands near a children.
57	105	6	A kid fetches a children by a tree in the yard.	a kid gets a backbends
57	105	6	A kid fetches a backbends by a tree in the yard.	a kid gets a children
57	105	7	A green frog buys a children from a stand.	There is a green frog buying a backbends
57	105	7	A green frog buys a backbends from a stand.	There is a green frog buying a children
57	105	8	A children	A backbends
57	105	8	A backbends	A children
58	105	0	The children is photographed with a camera	There is a girls present
58	105	0	The girls is photographed with a camera	There is a children present
58	105	1	The children is in the water	The girls is wet
58	105	1	The girls is in the water	The children is wet
58	105	2	A children is outside near a campfire at night	There is a girls outside
58	105	2	A girls is outside near a campfire at night	There is a children outside
58	105	3	A young woman is looking at a children with a binocular	A girls is looked at by a woman
58	105	3	A young woman is looking at a girls with a binocular	A children is looked at by a woman
58	105	4	Several people are moving towards the children	There is a group of people near the girls
58	105	4	Several people are moving towards the girls	There is a group of people near the children
58	105	5	A bald man standing to the side of a children	The man stands near a girls.
58	105	5	A bald man standing to the side of a girls	The man stands near a children.
58	105	6	A kid fetches a children by a tree in the yard.	a kid gets a girls
58	105	6	A kid fetches a girls by a tree in the yard.	a kid gets a children
58	105	7	A green frog buys a children from a stand.	There is a green frog buying a girls
58	105	7	A green frog buys a girls from a stand.	There is a green frog buying a children
58	105	8	A children	A girls
58	105	8	A girls	A children
59	105	0	The children is photographed with a camera	There is a outdoors present
59	105	0	The outdoors is photographed with a camera	There is a children present
59	105	1	The children is in the water	The outdoors is wet
59	105	1	The outdoors is in the water	The children is wet
59	105	2	A children is outside near a campfire at night	There is a outdoors outside
59	105	2	A outdoors is outside near a campfire at night	There is a children outside
59	105	3	A young woman is looking at a children with a binocular	A outdoors is looked at by a woman
59	105	3	A young woman is looking at a outdoors with a binocular	A children is looked at by a woman
59	105	4	Several people are moving towards the children	There is a group of people near the outdoors
59	105	4	Several people are moving towards the outdoors	There is a group of people near the children
59	105	5	A bald man standing to the side of a children	The man stands near a outdoors.
59	105	5	A bald man standing to the side of a outdoors	The man stands near a children.
59	105	6	A kid fetches a children by a tree in the yard.	a kid gets a outdoors
59	105	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a children
59	105	7	A green frog buys a children from a stand.	There is a green frog buying a outdoors
59	105	7	A green frog buys a outdoors from a stand.	There is a green frog buying a children
59	105	8	A children	A outdoors
59	105	8	A outdoors	A children
60	105	0	The children is photographed with a camera	There is a Four girls present
60	105	0	The Four girls is photographed with a camera	There is a children present
60	105	1	The children is in the water	The Four girls is wet
60	105	1	The Four girls is in the water	The children is wet
60	105	2	A children is outside near a campfire at night	There is a Four girls outside
60	105	2	A Four girls is outside near a campfire at night	There is a children outside
60	105	3	A young woman is looking at a children with a binocular	A Four girls is looked at by a woman
60	105	3	A young woman is looking at a Four girls with a binocular	A children is looked at by a woman
60	105	4	Several people are moving towards the children	There is a group of people near the Four girls
60	105	4	Several people are moving towards the Four girls	There is a group of people near the children
60	105	5	A bald man standing to the side of a children	The man stands near a Four girls.
60	105	5	A bald man standing to the side of a Four girls	The man stands near a children.
60	105	6	A kid fetches a children by a tree in the yard.	a kid gets a Four girls
60	105	6	A kid fetches a Four girls by a tree in the yard.	a kid gets a children
60	105	7	A green frog buys a children from a stand.	There is a green frog buying a Four girls
60	105	7	A green frog buys a Four girls from a stand.	There is a green frog buying a children
60	105	8	A children	A Four girls
60	105	8	A Four girls	A children
61	105	0	The Four children is photographed with a camera	There is a backbends present
61	105	0	The backbends is photographed with a camera	There is a Four children present
61	105	1	The Four children is in the water	The backbends is wet
61	105	1	The backbends is in the water	The Four children is wet
61	105	2	A Four children is outside near a campfire at night	There is a backbends outside
61	105	2	A backbends is outside near a campfire at night	There is a Four children outside
61	105	3	A young woman is looking at a Four children with a binocular	A backbends is looked at by a woman
61	105	3	A young woman is looking at a backbends with a binocular	A Four children is looked at by a woman
61	105	4	Several people are moving towards the Four children	There is a group of people near the backbends
61	105	4	Several people are moving towards the backbends	There is a group of people near the Four children
61	105	5	A bald man standing to the side of a Four children	The man stands near a backbends.
61	105	5	A bald man standing to the side of a backbends	The man stands near a Four children.
61	105	6	A kid fetches a Four children by a tree in the yard.	a kid gets a backbends
61	105	6	A kid fetches a backbends by a tree in the yard.	a kid gets a Four children
61	105	7	A green frog buys a Four children from a stand.	There is a green frog buying a backbends
61	105	7	A green frog buys a backbends from a stand.	There is a green frog buying a Four children
61	105	8	A Four children	A backbends
61	105	8	A backbends	A Four children
62	105	0	The Four children is photographed with a camera	There is a girls present
62	105	0	The girls is photographed with a camera	There is a Four children present
62	105	1	The Four children is in the water	The girls is wet
62	105	1	The girls is in the water	The Four children is wet
62	105	2	A Four children is outside near a campfire at night	There is a girls outside
62	105	2	A girls is outside near a campfire at night	There is a Four children outside
62	105	3	A young woman is looking at a Four children with a binocular	A girls is looked at by a woman
62	105	3	A young woman is looking at a girls with a binocular	A Four children is looked at by a woman
62	105	4	Several people are moving towards the Four children	There is a group of people near the girls
62	105	4	Several people are moving towards the girls	There is a group of people near the Four children
62	105	5	A bald man standing to the side of a Four children	The man stands near a girls.
62	105	5	A bald man standing to the side of a girls	The man stands near a Four children.
62	105	6	A kid fetches a Four children by a tree in the yard.	a kid gets a girls
62	105	6	A kid fetches a girls by a tree in the yard.	a kid gets a Four children
62	105	7	A green frog buys a Four children from a stand.	There is a green frog buying a girls
62	105	7	A green frog buys a girls from a stand.	There is a green frog buying a Four children
62	105	8	A Four children	A girls
62	105	8	A girls	A Four children
63	105	0	The Four children is photographed with a camera	There is a outdoors present
63	105	0	The outdoors is photographed with a camera	There is a Four children present
63	105	1	The Four children is in the water	The outdoors is wet
63	105	1	The outdoors is in the water	The Four children is wet
63	105	2	A Four children is outside near a campfire at night	There is a outdoors outside
63	105	2	A outdoors is outside near a campfire at night	There is a Four children outside
63	105	3	A young woman is looking at a Four children with a binocular	A outdoors is looked at by a woman
63	105	3	A young woman is looking at a outdoors with a binocular	A Four children is looked at by a woman
63	105	4	Several people are moving towards the Four children	There is a group of people near the outdoors
63	105	4	Several people are moving towards the outdoors	There is a group of people near the Four children
63	105	5	A bald man standing to the side of a Four children	The man stands near a outdoors.
63	105	5	A bald man standing to the side of a outdoors	The man stands near a Four children.
63	105	6	A kid fetches a Four children by a tree in the yard.	a kid gets a outdoors
63	105	6	A kid fetches a outdoors by a tree in the yard.	a kid gets a Four children
63	105	7	A green frog buys a Four children from a stand.	There is a green frog buying a outdoors
63	105	7	A green frog buys a outdoors from a stand.	There is a green frog buying a Four children
63	105	8	A Four children	A outdoors
63	105	8	A outdoors	A Four children
64	105	0	The Four children is photographed with a camera	There is a Four girls present
64	105	0	The Four girls is photographed with a camera	There is a Four children present
64	105	1	The Four children is in the water	The Four girls is wet
64	105	1	The Four girls is in the water	The Four children is wet
64	105	2	A Four children is outside near a campfire at night	There is a Four girls outside
64	105	2	A Four girls is outside near a campfire at night	There is a Four children outside
64	105	3	A young woman is looking at a Four children with a binocular	A Four girls is looked at by a woman
64	105	3	A young woman is looking at a Four girls with a binocular	A Four children is looked at by a woman
64	105	4	Several people are moving towards the Four children	There is a group of people near the Four girls
64	105	4	Several people are moving towards the Four girls	There is a group of people near the Four children
64	105	5	A bald man standing to the side of a Four children	The man stands near a Four girls.
64	105	5	A bald man standing to the side of a Four girls	The man stands near a Four children.
64	105	6	A kid fetches a Four children by a tree in the yard.	a kid gets a Four girls
64	105	6	A kid fetches a Four girls by a tree in the yard.	a kid gets a Four children
64	105	7	A green frog buys a Four children from a stand.	There is a green frog buying a Four girls
64	105	7	A green frog buys a Four girls from a stand.	There is a green frog buying a Four children
64	105	8	A Four children	A Four girls
64	105	8	A Four girls	A Four children
65	105	0	The doing is photographed with a camera	There is a playing present
65	105	0	The playing is photographed with a camera	There is a doing present
65	105	1	The doing is in the water	The playing is wet
65	105	1	The playing is in the water	The doing is wet
65	105	2	A doing is outside near a campfire at night	There is a playing outside
65	105	2	A playing is outside near a campfire at night	There is a doing outside
65	105	3	A young woman is looking at a doing with a binocular	A playing is looked at by a woman
65	105	3	A young woman is looking at a playing with a binocular	A doing is looked at by a woman
65	105	4	Several people are moving towards the doing	There is a group of people near the playing
65	105	4	Several people are moving towards the playing	There is a group of people near the doing
65	105	5	A bald man standing to the side of a doing	The man stands near a playing.
65	105	5	A bald man standing to the side of a playing	The man stands near a doing.
65	105	6	A kid fetches a doing by a tree in the yard.	a kid gets a playing
65	105	6	A kid fetches a playing by a tree in the yard.	a kid gets a doing
65	105	7	A green frog buys a doing from a stand.	There is a green frog buying a playing
65	105	7	A green frog buys a playing from a stand.	There is a green frog buying a doing
65	105	8	A doing	A playing
65	105	8	A playing	A doing
66	116	0	The ball is photographed with a camera	There is a football present
66	116	0	The football is photographed with a camera	There is a ball present
66	116	1	The ball is in the water	The football is wet
66	116	1	The football is in the water	The ball is wet
66	116	2	A ball is outside near a campfire at night	There is a football outside
66	116	2	A football is outside near a campfire at night	There is a ball outside
66	116	3	A young woman is looking at a ball with a binocular	A football is looked at by a woman
66	116	3	A young woman is looking at a football with a binocular	A ball is looked at by a woman
66	116	4	Several people are moving towards the ball	There is a group of people near the football
66	116	4	Several people are moving towards the football	There is a group of people near the ball
66	116	5	A bald man standing to the side of a ball	The man stands near a football.
66	116	5	A bald man standing to the side of a football	The man stands near a ball.
66	116	6	A kid fetches a ball by a tree in the yard.	a kid gets a football
66	116	6	A kid fetches a football by a tree in the yard.	a kid gets a ball
66	116	7	A green frog buys a ball from a stand.	There is a green frog buying a football
66	116	7	A green frog buys a football from a stand.	There is a green frog buying a ball
66	116	8	A ball	A football
66	116	8	A football	A ball
67	116	0	The ball is photographed with a camera	There is a match present
67	116	0	The match is photographed with a camera	There is a ball present
67	116	1	The ball is in the water	The match is wet
67	116	1	The match is in the water	The ball is wet
67	116	2	A ball is outside near a campfire at night	There is a match outside
67	116	2	A match is outside near a campfire at night	There is a ball outside
67	116	3	A young woman is looking at a ball with a binocular	A match is looked at by a woman
67	116	3	A young woman is looking at a match with a binocular	A ball is looked at by a woman
67	116	4	Several people are moving towards the ball	There is a group of people near the match
67	116	4	Several people are moving towards the match	There is a group of people near the ball
67	116	5	A bald man standing to the side of a ball	The man stands near a match.
67	116	5	A bald man standing to the side of a match	The man stands near a ball.
67	116	6	A kid fetches a ball by a tree in the yard.	a kid gets a match
67	116	6	A kid fetches a match by a tree in the yard.	a kid gets a ball
67	116	7	A green frog buys a ball from a stand.	There is a green frog buying a match
67	116	7	A green frog buys a match from a stand.	There is a green frog buying a ball
67	116	8	A ball	A match
67	116	8	A match	A ball
68	116	0	The ball is photographed with a camera	There is a teams present
68	116	0	The teams is photographed with a camera	There is a ball present
68	116	1	The ball is in the water	The teams is wet
68	116	1	The teams is in the water	The ball is wet
68	116	2	A ball is outside near a campfire at night	There is a teams outside
68	116	2	A teams is outside near a campfire at night	There is a ball outside
68	116	3	A young woman is looking at a ball with a binocular	A teams is looked at by a woman
68	116	3	A young woman is looking at a teams with a binocular	A ball is looked at by a woman
68	116	4	Several people are moving towards the ball	There is a group of people near the teams
68	116	4	Several people are moving towards the teams	There is a group of people near the ball
68	116	5	A bald man standing to the side of a ball	The man stands near a teams.
68	116	5	A bald man standing to the side of a teams	The man stands near a ball.
68	116	6	A kid fetches a ball by a tree in the yard.	a kid gets a teams
68	116	6	A kid fetches a teams by a tree in the yard.	a kid gets a ball
68	116	7	A green frog buys a ball from a stand.	There is a green frog buying a teams
68	116	7	A green frog buys a teams from a stand.	There is a green frog buying a ball
68	116	8	A ball	A teams
68	116	8	A teams	A ball
69	116	0	The ball is photographed with a camera	There is a Two teams present
69	116	0	The Two teams is photographed with a camera	There is a ball present
69	116	1	The ball is in the water	The Two teams is wet
69	116	1	The Two teams is in the water	The ball is wet
69	116	2	A ball is outside near a campfire at night	There is a Two teams outside
69	116	2	A Two teams is outside near a campfire at night	There is a ball outside
69	116	3	A young woman is looking at a ball with a binocular	A Two teams is looked at by a woman
69	116	3	A young woman is looking at a Two teams with a binocular	A ball is looked at by a woman
69	116	4	Several people are moving towards the ball	There is a group of people near the Two teams
69	116	4	Several people are moving towards the Two teams	There is a group of people near the ball
69	116	5	A bald man standing to the side of a ball	The man stands near a Two teams.
69	116	5	A bald man standing to the side of a Two teams	The man stands near a ball.
69	116	6	A kid fetches a ball by a tree in the yard.	a kid gets a Two teams
69	116	6	A kid fetches a Two teams by a tree in the yard.	a kid gets a ball
69	116	7	A green frog buys a ball from a stand.	There is a green frog buying a Two teams
69	116	7	A green frog buys a Two teams from a stand.	There is a green frog buying a ball
69	116	8	A ball	A Two teams
69	116	8	A Two teams	A ball
70	116	0	The ball is photographed with a camera	There is a football match present
70	116	0	The football match is photographed with a camera	There is a ball present
70	116	1	The ball is in the water	The football match is wet
70	116	1	The football match is in the water	The ball is wet
70	116	2	A ball is outside near a campfire at night	There is a football match outside
70	116	2	A football match is outside near a campfire at night	There is a ball outside
70	116	3	A young woman is looking at a ball with a binocular	A football match is looked at by a woman
70	116	3	A young woman is looking at a football match with a binocular	A ball is looked at by a woman
70	116	4	Several people are moving towards the ball	There is a group of people near the football match
70	116	4	Several people are moving towards the football match	There is a group of people near the ball
70	116	5	A bald man standing to the side of a ball	The man stands near a football match.
70	116	5	A bald man standing to the side of a football match	The man stands near a ball.
70	116	6	A kid fetches a ball by a tree in the yard.	a kid gets a football match
70	116	6	A kid fetches a football match by a tree in the yard.	a kid gets a ball
70	116	7	A green frog buys a ball from a stand.	There is a green frog buying a football match
70	116	7	A green frog buys a football match from a stand.	There is a green frog buying a ball
70	116	8	A ball	A football match
70	116	8	A football match	A ball
71	116	0	The player is photographed with a camera	There is a football present
71	116	0	The football is photographed with a camera	There is a player present
71	116	1	The player is in the water	The football is wet
71	116	1	The football is in the water	The player is wet
71	116	2	A player is outside near a campfire at night	There is a football outside
71	116	2	A football is outside near a campfire at night	There is a player outside
71	116	3	A young woman is looking at a player with a binocular	A football is looked at by a woman
71	116	3	A young woman is looking at a football with a binocular	A player is looked at by a woman
71	116	4	Several people are moving towards the player	There is a group of people near the football
71	116	4	Several people are moving towards the football	There is a group of people near the player
71	116	5	A bald man standing to the side of a player	The man stands near a football.
71	116	5	A bald man standing to the side of a football	The man stands near a player.
71	116	6	A kid fetches a player by a tree in the yard.	a kid gets a football
71	116	6	A kid fetches a football by a tree in the yard.	a kid gets a player
71	116	7	A green frog buys a player from a stand.	There is a green frog buying a football
71	116	7	A green frog buys a football from a stand.	There is a green frog buying a player
71	116	8	A player	A football
71	116	8	A football	A player
72	116	0	The player is photographed with a camera	There is a match present
72	116	0	The match is photographed with a camera	There is a player present
72	116	1	The player is in the water	The match is wet
72	116	1	The match is in the water	The player is wet
72	116	2	A player is outside near a campfire at night	There is a match outside
72	116	2	A match is outside near a campfire at night	There is a player outside
72	116	3	A young woman is looking at a player with a binocular	A match is looked at by a woman
72	116	3	A young woman is looking at a match with a binocular	A player is looked at by a woman
72	116	4	Several people are moving towards the player	There is a group of people near the match
72	116	4	Several people are moving towards the match	There is a group of people near the player
72	116	5	A bald man standing to the side of a player	The man stands near a match.
72	116	5	A bald man standing to the side of a match	The man stands near a player.
72	116	6	A kid fetches a player by a tree in the yard.	a kid gets a match
72	116	6	A kid fetches a match by a tree in the yard.	a kid gets a player
72	116	7	A green frog buys a player from a stand.	There is a green frog buying a match
72	116	7	A green frog buys a match from a stand.	There is a green frog buying a player
72	116	8	A player	A match
72	116	8	A match	A player
73	116	0	The player is photographed with a camera	There is a teams present
73	116	0	The teams is photographed with a camera	There is a player present
73	116	1	The player is in the water	The teams is wet
73	116	1	The teams is in the water	The player is wet
73	116	2	A player is outside near a campfire at night	There is a teams outside
73	116	2	A teams is outside near a campfire at night	There is a player outside
73	116	3	A young woman is looking at a player with a binocular	A teams is looked at by a woman
73	116	3	A young woman is looking at a teams with a binocular	A player is looked at by a woman
73	116	4	Several people are moving towards the player	There is a group of people near the teams
73	116	4	Several people are moving towards the teams	There is a group of people near the player
73	116	5	A bald man standing to the side of a player	The man stands near a teams.
73	116	5	A bald man standing to the side of a teams	The man stands near a player.
73	116	6	A kid fetches a player by a tree in the yard.	a kid gets a teams
73	116	6	A kid fetches a teams by a tree in the yard.	a kid gets a player
73	116	7	A green frog buys a player from a stand.	There is a green frog buying a teams
73	116	7	A green frog buys a teams from a stand.	There is a green frog buying a player
73	116	8	A player	A teams
73	116	8	A teams	A player
74	116	0	The player is photographed with a camera	There is a Two teams present
74	116	0	The Two teams is photographed with a camera	There is a player present
74	116	1	The player is in the water	The Two teams is wet
74	116	1	The Two teams is in the water	The player is wet
74	116	2	A player is outside near a campfire at night	There is a Two teams outside
74	116	2	A Two teams is outside near a campfire at night	There is a player outside
74	116	3	A young woman is looking at a player with a binocular	A Two teams is looked at by a woman
74	116	3	A young woman is looking at a Two teams with a binocular	A player is looked at by a woman
74	116	4	Several people are moving towards the player	There is a group of people near the Two teams
74	116	4	Several people are moving towards the Two teams	There is a group of people near the player
74	116	5	A bald man standing to the side of a player	The man stands near a Two teams.
74	116	5	A bald man standing to the side of a Two teams	The man stands near a player.
74	116	6	A kid fetches a player by a tree in the yard.	a kid gets a Two teams
74	116	6	A kid fetches a Two teams by a tree in the yard.	a kid gets a player
74	116	7	A green frog buys a player from a stand.	There is a green frog buying a Two teams
74	116	7	A green frog buys a Two teams from a stand.	There is a green frog buying a player
74	116	8	A player	A Two teams
74	116	8	A Two teams	A player
75	116	0	The player is photographed with a camera	There is a football match present
75	116	0	The football match is photographed with a camera	There is a player present
75	116	1	The player is in the water	The football match is wet
75	116	1	The football match is in the water	The player is wet
75	116	2	A player is outside near a campfire at night	There is a football match outside
75	116	2	A football match is outside near a campfire at night	There is a player outside
75	116	3	A young woman is looking at a player with a binocular	A football match is looked at by a woman
75	116	3	A young woman is looking at a football match with a binocular	A player is looked at by a woman
75	116	4	Several people are moving towards the player	There is a group of people near the football match
75	116	4	Several people are moving towards the football match	There is a group of people near the player
75	116	5	A bald man standing to the side of a player	The man stands near a football match.
75	116	5	A bald man standing to the side of a football match	The man stands near a player.
75	116	6	A kid fetches a player by a tree in the yard.	a kid gets a football match
75	116	6	A kid fetches a football match by a tree in the yard.	a kid gets a player
75	116	7	A green frog buys a player from a stand.	There is a green frog buying a football match
75	116	7	A green frog buys a football match from a stand.	There is a green frog buying a player
75	116	8	A player	A football match
75	116	8	A football match	A player
76	116	0	The throwing is photographed with a camera	There is a competing present
76	116	0	The competing is photographed with a camera	There is a throwing present
76	116	1	The throwing is in the water	The competing is wet
76	116	1	The competing is in the water	The throwing is wet
76	116	2	A throwing is outside near a campfire at night	There is a competing outside
76	116	2	A competing is outside near a campfire at night	There is a throwing outside
76	116	3	A young woman is looking at a throwing with a binocular	A competing is looked at by a woman
76	116	3	A young woman is looking at a competing with a binocular	A throwing is looked at by a woman
76	116	4	Several people are moving towards the throwing	There is a group of people near the competing
76	116	4	Several people are moving towards the competing	There is a group of people near the throwing
76	116	5	A bald man standing to the side of a throwing	The man stands near a competing.
76	116	5	A bald man standing to the side of a competing	The man stands near a throwing.
76	116	6	A kid fetches a throwing by a tree in the yard.	a kid gets a competing
76	116	6	A kid fetches a competing by a tree in the yard.	a kid gets a throwing
76	116	7	A green frog buys a throwing from a stand.	There is a green frog buying a competing
76	116	7	A green frog buys a competing from a stand.	There is a green frog buying a throwing
76	116	8	A throwing	A competing
76	116	8	A competing	A throwing
77	119	0	The front is photographed with a camera	There is a hut present
77	119	0	The hut is photographed with a camera	There is a front present
77	119	1	The front is in the water	The hut is wet
77	119	1	The hut is in the water	The front is wet
77	119	2	A front is outside near a campfire at night	There is a hut outside
77	119	2	A hut is outside near a campfire at night	There is a front outside
77	119	3	A young woman is looking at a front with a binocular	A hut is looked at by a woman
77	119	3	A young woman is looking at a hut with a binocular	A front is looked at by a woman
77	119	4	Several people are moving towards the front	There is a group of people near the hut
77	119	4	Several people are moving towards the hut	There is a group of people near the front
77	119	5	A bald man standing to the side of a front	The man stands near a hut.
77	119	5	A bald man standing to the side of a hut	The man stands near a front.
77	119	6	A kid fetches a front by a tree in the yard.	a kid gets a hut
77	119	6	A kid fetches a hut by a tree in the yard.	a kid gets a front
77	119	7	A green frog buys a front from a stand.	There is a green frog buying a hut
77	119	7	A green frog buys a hut from a stand.	There is a green frog buying a front
77	119	8	A front	A hut
77	119	8	A hut	A front
78	119	0	The front is photographed with a camera	There is a children present
78	119	0	The children is photographed with a camera	There is a front present
78	119	1	The front is in the water	The children is wet
78	119	1	The children is in the water	The front is wet
78	119	2	A front is outside near a campfire at night	There is a children outside
78	119	2	A children is outside near a campfire at night	There is a front outside
78	119	3	A young woman is looking at a front with a binocular	A children is looked at by a woman
78	119	3	A young woman is looking at a children with a binocular	A front is looked at by a woman
78	119	4	Several people are moving towards the front	There is a group of people near the children
78	119	4	Several people are moving towards the children	There is a group of people near the front
78	119	5	A bald man standing to the side of a front	The man stands near a children.
78	119	5	A bald man standing to the side of a children	The man stands near a front.
78	119	6	A kid fetches a front by a tree in the yard.	a kid gets a children
78	119	6	A kid fetches a children by a tree in the yard.	a kid gets a front
78	119	7	A green frog buys a front from a stand.	There is a green frog buying a children
78	119	7	A green frog buys a children from a stand.	There is a green frog buying a front
78	119	8	A front	A children
78	119	8	A children	A front
79	119	0	The front is photographed with a camera	There is a Five children present
79	119	0	The Five children is photographed with a camera	There is a front present
79	119	1	The front is in the water	The Five children is wet
79	119	1	The Five children is in the water	The front is wet
79	119	2	A front is outside near a campfire at night	There is a Five children outside
79	119	2	A Five children is outside near a campfire at night	There is a front outside
79	119	3	A young woman is looking at a front with a binocular	A Five children is looked at by a woman
79	119	3	A young woman is looking at a Five children with a binocular	A front is looked at by a woman
79	119	4	Several people are moving towards the front	There is a group of people near the Five children
79	119	4	Several people are moving towards the Five children	There is a group of people near the front
79	119	5	A bald man standing to the side of a front	The man stands near a Five children.
79	119	5	A bald man standing to the side of a Five children	The man stands near a front.
79	119	6	A kid fetches a front by a tree in the yard.	a kid gets a Five children
79	119	6	A kid fetches a Five children by a tree in the yard.	a kid gets a front
79	119	7	A green frog buys a front from a stand.	There is a green frog buying a Five children
79	119	7	A green frog buys a Five children from a stand.	There is a green frog buying a front
79	119	8	A front	A Five children
79	119	8	A Five children	A front
80	119	0	The front is photographed with a camera	There is a wooden hut present
80	119	0	The wooden hut is photographed with a camera	There is a front present
80	119	1	The front is in the water	The wooden hut is wet
80	119	1	The wooden hut is in the water	The front is wet
80	119	2	A front is outside near a campfire at night	There is a wooden hut outside
