CombID	SenID	templatenum	prem	hyp	label	meta
148	112	3	A young woman is looking at a father with a binocular	A kid is looked at by a woman	disjoint	org
148	112	3	A young woman is looking at a kid with a binocular	A father is looked at by a woman	disjoint	org
148	112	4	Several people are moving towards the father	There is a group of people near the kid	disjoint	org
148	112	4	Several people are moving towards the kid	There is a group of people near the father	disjoint	org
148	112	5	A bald man standing to the side of a father	The man stands near a kid.	disjoint	org
148	112	5	A bald man standing to the side of a kid	The man stands near a father.	disjoint	org
148	112	6	A kid fetches a father by a tree in the yard.	a kid gets a kid	disjoint	org
148	112	6	A kid fetches a kid by a tree in the yard.	a kid gets a father	disjoint	org
148	112	7	A green frog buys a father from a stand.	There is a green frog buying a kid	disjoint	org
148	112	7	A green frog buys a kid from a stand.	There is a green frog buying a father	disjoint	org
148	112	8	A father	A kid	disjoint	org
148	112	8	A kid	A father	disjoint	org
149	113	0	The field is photographed with a camera	There is a lot present	disjoint	org
149	113	0	The lot is photographed with a camera	There is a field present	disjoint	org
149	113	1	The field is in the water	The lot is wet	disjoint	org
149	113	1	The lot is in the water	The field is wet	disjoint	org
149	113	2	A field is outside near a campfire at night	There is a lot outside	disjoint	org
149	113	2	A lot is outside near a campfire at night	There is a field outside	disjoint	org
149	113	3	A young woman is looking at a field with a binocular	A lot is looked at by a woman	disjoint	org
149	113	3	A young woman is looking at a lot with a binocular	A field is looked at by a woman	disjoint	org
149	113	4	Several people are moving towards the field	There is a group of people near the lot	disjoint	org
149	113	4	Several people are moving towards the lot	There is a group of people near the field	disjoint	org
149	113	5	A bald man standing to the side of a field	The man stands near a lot.	disjoint	org
149	113	5	A bald man standing to the side of a lot	The man stands near a field.	disjoint	org
149	113	6	A kid fetches a field by a tree in the yard.	a kid gets a lot	disjoint	org
149	113	6	A kid fetches a lot by a tree in the yard.	a kid gets a field	disjoint	org
149	113	7	A green frog buys a field from a stand.	There is a green frog buying a lot	disjoint	org
149	113	7	A green frog buys a lot from a stand.	There is a green frog buying a field	disjoint	org
149	113	8	A field	A lot	disjoint	org
149	113	8	A lot	A field	disjoint	org
150	115	0	The field is photographed with a camera	There is a water present	disjoint	org
150	115	0	The water is photographed with a camera	There is a field present	disjoint	org
150	115	1	The field is in the water	The water is wet	disjoint	org
150	115	1	The water is in the water	The field is wet	disjoint	org
150	115	2	A field is outside near a campfire at night	There is a water outside	disjoint	org
150	115	2	A water is outside near a campfire at night	There is a field outside	disjoint	org
150	115	3	A young woman is looking at a field with a binocular	A water is looked at by a woman	disjoint	org
150	115	3	A young woman is looking at a water with a binocular	A field is looked at by a woman	disjoint	org
150	115	4	Several people are moving towards the field	There is a group of people near the water	disjoint	org
150	115	4	Several people are moving towards the water	There is a group of people near the field	disjoint	org
150	115	5	A bald man standing to the side of a field	The man stands near a water.	disjoint	org
150	115	5	A bald man standing to the side of a water	The man stands near a field.	disjoint	org
150	115	6	A kid fetches a field by a tree in the yard.	a kid gets a water	disjoint	org
150	115	6	A kid fetches a water by a tree in the yard.	a kid gets a field	disjoint	org
150	115	7	A green frog buys a field from a stand.	There is a green frog buying a water	disjoint	org
150	115	7	A green frog buys a water from a stand.	There is a green frog buying a field	disjoint	org
150	115	8	A field	A water	disjoint	org
150	115	8	A water	A field	disjoint	org
151	116	0	The field is photographed with a camera	There is a yard present	reverseentailment	org
151	116	0	The yard is photographed with a camera	There is a field present	reverseentailment	org
151	116	1	The field is in the water	The yard is wet	reverseentailment	org
151	116	1	The yard is in the water	The field is wet	reverseentailment	org
151	116	2	A field is outside near a campfire at night	There is a yard outside	reverseentailment	org
151	116	2	A yard is outside near a campfire at night	There is a field outside	reverseentailment	org
151	116	3	A young woman is looking at a field with a binocular	A yard is looked at by a woman	reverseentailment	org
151	116	3	A young woman is looking at a yard with a binocular	A field is looked at by a woman	reverseentailment	org
151	116	4	Several people are moving towards the field	There is a group of people near the yard	reverseentailment	org
151	116	4	Several people are moving towards the yard	There is a group of people near the field	reverseentailment	org
151	116	5	A bald man standing to the side of a field	The man stands near a yard.	reverseentailment	org
151	116	5	A bald man standing to the side of a yard	The man stands near a field.	reverseentailment	org
151	116	6	A kid fetches a field by a tree in the yard.	a kid gets a yard	reverseentailment	org
151	116	6	A kid fetches a yard by a tree in the yard.	a kid gets a field	reverseentailment	org
151	116	7	A green frog buys a field from a stand.	There is a green frog buying a yard	reverseentailment	org
151	116	7	A green frog buys a yard from a stand.	There is a green frog buying a field	reverseentailment	org
151	116	8	A field	A yard	reverseentailment	org
151	116	8	A yard	A field	reverseentailment	org
152	117	0	The fire is photographed with a camera	There is a police present	disjoint	org
152	117	0	The police is photographed with a camera	There is a fire present	disjoint	org
152	117	1	The fire is in the water	The police is wet	disjoint	org
152	117	1	The police is in the water	The fire is wet	disjoint	org
152	117	2	A fire is outside near a campfire at night	There is a police outside	disjoint	org
152	117	2	A police is outside near a campfire at night	There is a fire outside	disjoint	org
152	117	3	A young woman is looking at a fire with a binocular	A police is looked at by a woman	disjoint	org
152	117	3	A young woman is looking at a police with a binocular	A fire is looked at by a woman	disjoint	org
152	117	4	Several people are moving towards the fire	There is a group of people near the police	disjoint	org
152	117	4	Several people are moving towards the police	There is a group of people near the fire	disjoint	org
152	117	5	A bald man standing to the side of a fire	The man stands near a police.	disjoint	org
152	117	5	A bald man standing to the side of a police	The man stands near a fire.	disjoint	org
152	117	6	A kid fetches a fire by a tree in the yard.	a kid gets a police	disjoint	org
152	117	6	A kid fetches a police by a tree in the yard.	a kid gets a fire	disjoint	org
152	117	7	A green frog buys a fire from a stand.	There is a green frog buying a police	disjoint	org
152	117	7	A green frog buys a police from a stand.	There is a green frog buying a fire	disjoint	org
152	117	8	A fire	A police	disjoint	org
152	117	8	A police	A fire	disjoint	org
153	117	0	The fires is photographed with a camera	There is a police present	disjoint	add
153	117	0	The police is photographed with a camera	There is a fires present	disjoint	add
153	117	1	The fires is in the water	The police is wet	disjoint	add
153	117	1	The police is in the water	The fires is wet	disjoint	add
153	117	2	A fires is outside near a campfire at night	There is a police outside	disjoint	add
153	117	2	A police is outside near a campfire at night	There is a fires outside	disjoint	add
153	117	3	A young woman is looking at a fires with a binocular	A police is looked at by a woman	disjoint	add
153	117	3	A young woman is looking at a police with a binocular	A fires is looked at by a woman	disjoint	add
153	117	4	Several people are moving towards the fires	There is a group of people near the police	disjoint	add
153	117	4	Several people are moving towards the police	There is a group of people near the fires	disjoint	add
153	117	5	A bald man standing to the side of a fires	The man stands near a police.	disjoint	add
153	117	5	A bald man standing to the side of a police	The man stands near a fires.	disjoint	add
153	117	6	A kid fetches a fires by a tree in the yard.	a kid gets a police	disjoint	add
153	117	6	A kid fetches a police by a tree in the yard.	a kid gets a fires	disjoint	add
153	117	7	A green frog buys a fires from a stand.	There is a green frog buying a police	disjoint	add
153	117	7	A green frog buys a police from a stand.	There is a green frog buying a fires	disjoint	add
153	117	8	A fires	A police	disjoint	add
153	117	8	A police	A fires	disjoint	add
154	118	0	The fish is photographed with a camera	There is a sea present	independent	org
154	118	0	The sea is photographed with a camera	There is a fish present	independent	org
154	118	1	The fish is in the water	The sea is wet	independent	org
154	118	1	The sea is in the water	The fish is wet	independent	org
154	118	2	A fish is outside near a campfire at night	There is a sea outside	independent	org
154	118	2	A sea is outside near a campfire at night	There is a fish outside	independent	org
154	118	3	A young woman is looking at a fish with a binocular	A sea is looked at by a woman	independent	org
154	118	3	A young woman is looking at a sea with a binocular	A fish is looked at by a woman	independent	org
154	118	4	Several people are moving towards the fish	There is a group of people near the sea	independent	org
154	118	4	Several people are moving towards the sea	There is a group of people near the fish	independent	org
154	118	5	A bald man standing to the side of a fish	The man stands near a sea.	independent	org
154	118	5	A bald man standing to the side of a sea	The man stands near a fish.	independent	org
154	118	6	A kid fetches a fish by a tree in the yard.	a kid gets a sea	independent	org
154	118	6	A kid fetches a sea by a tree in the yard.	a kid gets a fish	independent	org
154	118	7	A green frog buys a fish from a stand.	There is a green frog buying a sea	independent	org
154	118	7	A green frog buys a sea from a stand.	There is a green frog buying a fish	independent	org
154	118	8	A fish	A sea	independent	org
154	118	8	A sea	A fish	independent	org
155	118	0	The transporting fishing goods is photographed with a camera	There is a starve while at sea present	independent	add
155	118	0	The starve while at sea is photographed with a camera	There is a transporting fishing goods present	independent	add
155	118	1	The transporting fishing goods is in the water	The starve while at sea is wet	independent	add
155	118	1	The starve while at sea is in the water	The transporting fishing goods is wet	independent	add
155	118	2	A transporting fishing goods is outside near a campfire at night	There is a starve while at sea outside	independent	add
155	118	2	A starve while at sea is outside near a campfire at night	There is a transporting fishing goods outside	independent	add
155	118	3	A young woman is looking at a transporting fishing goods with a binocular	A starve while at sea is looked at by a woman	independent	add
155	118	3	A young woman is looking at a starve while at sea with a binocular	A transporting fishing goods is looked at by a woman	independent	add
155	118	4	Several people are moving towards the transporting fishing goods	There is a group of people near the starve while at sea	independent	add
155	118	4	Several people are moving towards the starve while at sea	There is a group of people near the transporting fishing goods	independent	add
155	118	5	A bald man standing to the side of a transporting fishing goods	The man stands near a starve while at sea.	independent	add
155	118	5	A bald man standing to the side of a starve while at sea	The man stands near a transporting fishing goods.	independent	add
155	118	6	A kid fetches a transporting fishing goods by a tree in the yard.	a kid gets a starve while at sea	independent	add
155	118	6	A kid fetches a starve while at sea by a tree in the yard.	a kid gets a transporting fishing goods	independent	add
155	118	7	A green frog buys a transporting fishing goods from a stand.	There is a green frog buying a starve while at sea	independent	add
155	118	7	A green frog buys a starve while at sea from a stand.	There is a green frog buying a transporting fishing goods	independent	add
155	118	8	A transporting fishing goods	A starve while at sea	independent	add
155	118	8	A starve while at sea	A transporting fishing goods	independent	add
156	119	0	The fishing is photographed with a camera	There is a rod present	independent	org
156	119	0	The rod is photographed with a camera	There is a fishing present	independent	org
156	119	1	The fishing is in the water	The rod is wet	independent	org
156	119	1	The rod is in the water	The fishing is wet	independent	org
156	119	2	A fishing is outside near a campfire at night	There is a rod outside	independent	org
156	119	2	A rod is outside near a campfire at night	There is a fishing outside	independent	org
156	119	3	A young woman is looking at a fishing with a binocular	A rod is looked at by a woman	independent	org
156	119	3	A young woman is looking at a rod with a binocular	A fishing is looked at by a woman	independent	org
156	119	4	Several people are moving towards the fishing	There is a group of people near the rod	independent	org
156	119	4	Several people are moving towards the rod	There is a group of people near the fishing	independent	org
156	119	5	A bald man standing to the side of a fishing	The man stands near a rod.	independent	org
156	119	5	A bald man standing to the side of a rod	The man stands near a fishing.	independent	org
156	119	6	A kid fetches a fishing by a tree in the yard.	a kid gets a rod	independent	org
156	119	6	A kid fetches a rod by a tree in the yard.	a kid gets a fishing	independent	org
156	119	7	A green frog buys a fishing from a stand.	There is a green frog buying a rod	independent	org
156	119	7	A green frog buys a rod from a stand.	There is a green frog buying a fishing	independent	org
156	119	8	A fishing	A rod	independent	org
156	119	8	A rod	A fishing	independent	org
157	119	0	The capsized fishing boat is photographed with a camera	There is a unused fuel rods present	disjoint	add
157	119	0	The unused fuel rods is photographed with a camera	There is a capsized fishing boat present	disjoint	add
157	119	1	The capsized fishing boat is in the water	The unused fuel rods is wet	disjoint	add
157	119	1	The unused fuel rods is in the water	The capsized fishing boat is wet	disjoint	add
157	119	2	A capsized fishing boat is outside near a campfire at night	There is a unused fuel rods outside	disjoint	add
157	119	2	A unused fuel rods is outside near a campfire at night	There is a capsized fishing boat outside	disjoint	add
157	119	3	A young woman is looking at a capsized fishing boat with a binocular	A unused fuel rods is looked at by a woman	disjoint	add
157	119	3	A young woman is looking at a unused fuel rods with a binocular	A capsized fishing boat is looked at by a woman	disjoint	add
157	119	4	Several people are moving towards the capsized fishing boat	There is a group of people near the unused fuel rods	disjoint	add
157	119	4	Several people are moving towards the unused fuel rods	There is a group of people near the capsized fishing boat	disjoint	add
157	119	5	A bald man standing to the side of a capsized fishing boat	The man stands near a unused fuel rods.	disjoint	add
157	119	5	A bald man standing to the side of a unused fuel rods	The man stands near a capsized fishing boat.	disjoint	add
157	119	6	A kid fetches a capsized fishing boat by a tree in the yard.	a kid gets a unused fuel rods	disjoint	add
157	119	6	A kid fetches a unused fuel rods by a tree in the yard.	a kid gets a capsized fishing boat	disjoint	add
157	119	7	A green frog buys a capsized fishing boat from a stand.	There is a green frog buying a unused fuel rods	disjoint	add
157	119	7	A green frog buys a unused fuel rods from a stand.	There is a green frog buying a capsized fishing boat	disjoint	add
157	119	8	A capsized fishing boat	A unused fuel rods	disjoint	add
157	119	8	A unused fuel rods	A capsized fishing boat	disjoint	add
158	123	0	The food is photographed with a camera	There is a hunger present	independent	org
158	123	0	The hunger is photographed with a camera	There is a food present	independent	org
158	123	1	The food is in the water	The hunger is wet	independent	org
158	123	1	The hunger is in the water	The food is wet	independent	org
158	123	2	A food is outside near a campfire at night	There is a hunger outside	independent	org
158	123	2	A hunger is outside near a campfire at night	There is a food outside	independent	org
158	123	3	A young woman is looking at a food with a binocular	A hunger is looked at by a woman	independent	org
158	123	3	A young woman is looking at a hunger with a binocular	A food is looked at by a woman	independent	org
158	123	4	Several people are moving towards the food	There is a group of people near the hunger	independent	org
158	123	4	Several people are moving towards the hunger	There is a group of people near the food	independent	org
158	123	5	A bald man standing to the side of a food	The man stands near a hunger.	independent	org
158	123	5	A bald man standing to the side of a hunger	The man stands near a food.	independent	org
158	123	6	A kid fetches a food by a tree in the yard.	a kid gets a hunger	independent	org
158	123	6	A kid fetches a hunger by a tree in the yard.	a kid gets a food	independent	org
158	123	7	A green frog buys a food from a stand.	There is a green frog buying a hunger	independent	org
158	123	7	A green frog buys a hunger from a stand.	There is a green frog buying a food	independent	org
158	123	8	A food	A hunger	independent	org
158	123	8	A hunger	A food	independent	org
159	123	0	The food exports is photographed with a camera	There is a hunger present	disjoint	add
159	123	0	The hunger is photographed with a camera	There is a food exports present	disjoint	add
159	123	1	The food exports is in the water	The hunger is wet	disjoint	add
159	123	1	The hunger is in the water	The food exports is wet	disjoint	add
159	123	2	A food exports is outside near a campfire at night	There is a hunger outside	disjoint	add
159	123	2	A hunger is outside near a campfire at night	There is a food exports outside	disjoint	add
159	123	3	A young woman is looking at a food exports with a binocular	A hunger is looked at by a woman	disjoint	add
159	123	3	A young woman is looking at a hunger with a binocular	A food exports is looked at by a woman	disjoint	add
159	123	4	Several people are moving towards the food exports	There is a group of people near the hunger	disjoint	add
159	123	4	Several people are moving towards the hunger	There is a group of people near the food exports	disjoint	add
159	123	5	A bald man standing to the side of a food exports	The man stands near a hunger.	disjoint	add
159	123	5	A bald man standing to the side of a hunger	The man stands near a food exports.	disjoint	add
159	123	6	A kid fetches a food exports by a tree in the yard.	a kid gets a hunger	disjoint	add
159	123	6	A kid fetches a hunger by a tree in the yard.	a kid gets a food exports	disjoint	add
159	123	7	A green frog buys a food exports from a stand.	There is a green frog buying a hunger	disjoint	add
159	123	7	A green frog buys a hunger from a stand.	There is a green frog buying a food exports	disjoint	add
159	123	8	A food exports	A hunger	disjoint	add
159	123	8	A hunger	A food exports	disjoint	add
160	123	0	The food is photographed with a camera	There is a hunger strike present	disjoint	add
160	123	0	The hunger strike is photographed with a camera	There is a food present	disjoint	add
160	123	1	The food is in the water	The hunger strike is wet	disjoint	add
160	123	1	The hunger strike is in the water	The food is wet	disjoint	add
160	123	2	A food is outside near a campfire at night	There is a hunger strike outside	disjoint	add
160	123	2	A hunger strike is outside near a campfire at night	There is a food outside	disjoint	add
160	123	3	A young woman is looking at a food with a binocular	A hunger strike is looked at by a woman	disjoint	add
160	123	3	A young woman is looking at a hunger strike with a binocular	A food is looked at by a woman	disjoint	add
160	123	4	Several people are moving towards the food	There is a group of people near the hunger strike	disjoint	add
160	123	4	Several people are moving towards the hunger strike	There is a group of people near the food	disjoint	add
160	123	5	A bald man standing to the side of a food	The man stands near a hunger strike.	disjoint	add
160	123	5	A bald man standing to the side of a hunger strike	The man stands near a food.	disjoint	add
160	123	6	A kid fetches a food by a tree in the yard.	a kid gets a hunger strike	disjoint	add
160	123	6	A kid fetches a hunger strike by a tree in the yard.	a kid gets a food	disjoint	add
160	123	7	A green frog buys a food from a stand.	There is a green frog buying a hunger strike	disjoint	add
160	123	7	A green frog buys a hunger strike from a stand.	There is a green frog buying a food	disjoint	add
160	123	8	A food	A hunger strike	disjoint	add
160	123	8	A hunger strike	A food	disjoint	add
161	124	0	The food is photographed with a camera	There is a meat present	reverseentailment	org
161	124	0	The meat is photographed with a camera	There is a food present	reverseentailment	org
161	124	1	The food is in the water	The meat is wet	reverseentailment	org
161	124	1	The meat is in the water	The food is wet	reverseentailment	org
161	124	2	A food is outside near a campfire at night	There is a meat outside	reverseentailment	org
161	124	2	A meat is outside near a campfire at night	There is a food outside	reverseentailment	org
161	124	3	A young woman is looking at a food with a binocular	A meat is looked at by a woman	reverseentailment	org
161	124	3	A young woman is looking at a meat with a binocular	A food is looked at by a woman	reverseentailment	org
161	124	4	Several people are moving towards the food	There is a group of people near the meat	reverseentailment	org
161	124	4	Several people are moving towards the meat	There is a group of people near the food	reverseentailment	org
161	124	5	A bald man standing to the side of a food	The man stands near a meat.	reverseentailment	org
161	124	5	A bald man standing to the side of a meat	The man stands near a food.	reverseentailment	org
161	124	6	A kid fetches a food by a tree in the yard.	a kid gets a meat	reverseentailment	org
161	124	6	A kid fetches a meat by a tree in the yard.	a kid gets a food	reverseentailment	org
161	124	7	A green frog buys a food from a stand.	There is a green frog buying a meat	reverseentailment	org
161	124	7	A green frog buys a meat from a stand.	There is a green frog buying a food	reverseentailment	org
161	124	8	A food	A meat	reverseentailment	org
161	124	8	A meat	A food	reverseentailment	org
162	125	0	The food is photographed with a camera	There is a pan present	disjoint	org
162	125	0	The pan is photographed with a camera	There is a food present	disjoint	org
162	125	1	The food is in the water	The pan is wet	disjoint	org
162	125	1	The pan is in the water	The food is wet	disjoint	org
162	125	2	A food is outside near a campfire at night	There is a pan outside	disjoint	org
162	125	2	A pan is outside near a campfire at night	There is a food outside	disjoint	org
162	125	3	A young woman is looking at a food with a binocular	A pan is looked at by a woman	disjoint	org
162	125	3	A young woman is looking at a pan with a binocular	A food is looked at by a woman	disjoint	org
162	125	4	Several people are moving towards the food	There is a group of people near the pan	disjoint	org
162	125	4	Several people are moving towards the pan	There is a group of people near the food	disjoint	org
162	125	5	A bald man standing to the side of a food	The man stands near a pan.	disjoint	org
162	125	5	A bald man standing to the side of a pan	The man stands near a food.	disjoint	org
162	125	6	A kid fetches a food by a tree in the yard.	a kid gets a pan	disjoint	org
162	125	6	A kid fetches a pan by a tree in the yard.	a kid gets a food	disjoint	org
162	125	7	A green frog buys a food from a stand.	There is a green frog buying a pan	disjoint	org
162	125	7	A green frog buys a pan from a stand.	There is a green frog buying a food	disjoint	org
162	125	8	A food	A pan	disjoint	org
162	125	8	A pan	A food	disjoint	org
163	126	0	The forest is photographed with a camera	There is a woods present	synonym	org
163	126	0	The woods is photographed with a camera	There is a forest present	synonym	org
163	126	1	The forest is in the water	The woods is wet	synonym	org
163	126	1	The woods is in the water	The forest is wet	synonym	org
163	126	2	A forest is outside near a campfire at night	There is a woods outside	synonym	org
163	126	2	A woods is outside near a campfire at night	There is a forest outside	synonym	org
163	126	3	A young woman is looking at a forest with a binocular	A woods is looked at by a woman	synonym	org
163	126	3	A young woman is looking at a woods with a binocular	A forest is looked at by a woman	synonym	org
163	126	4	Several people are moving towards the forest	There is a group of people near the woods	synonym	org
163	126	4	Several people are moving towards the woods	There is a group of people near the forest	synonym	org
163	126	5	A bald man standing to the side of a forest	The man stands near a woods.	synonym	org
163	126	5	A bald man standing to the side of a woods	The man stands near a forest.	synonym	org
163	126	6	A kid fetches a forest by a tree in the yard.	a kid gets a woods	synonym	org
163	126	6	A kid fetches a woods by a tree in the yard.	a kid gets a forest	synonym	org
163	126	7	A green frog buys a forest from a stand.	There is a green frog buying a woods	synonym	org
163	126	7	A green frog buys a woods from a stand.	There is a green frog buying a forest	synonym	org
163	126	8	A forest	A woods	synonym	org
163	126	8	A woods	A forest	synonym	org
164	127	0	The friend is photographed with a camera	There is a people present	forwardentailment	org
164	127	0	The people is photographed with a camera	There is a friend present	forwardentailment	org
164	127	1	The friend is in the water	The people is wet	forwardentailment	org
164	127	1	The people is in the water	The friend is wet	forwardentailment	org
164	127	2	A friend is outside near a campfire at night	There is a people outside	forwardentailment	org
164	127	2	A people is outside near a campfire at night	There is a friend outside	forwardentailment	org
164	127	3	A young woman is looking at a friend with a binocular	A people is looked at by a woman	forwardentailment	org
164	127	3	A young woman is looking at a people with a binocular	A friend is looked at by a woman	forwardentailment	org
164	127	4	Several people are moving towards the friend	There is a group of people near the people	forwardentailment	org
164	127	4	Several people are moving towards the people	There is a group of people near the friend	forwardentailment	org
164	127	5	A bald man standing to the side of a friend	The man stands near a people.	forwardentailment	org
164	127	5	A bald man standing to the side of a people	The man stands near a friend.	forwardentailment	org
164	127	6	A kid fetches a friend by a tree in the yard.	a kid gets a people	forwardentailment	org
164	127	6	A kid fetches a people by a tree in the yard.	a kid gets a friend	forwardentailment	org
164	127	7	A green frog buys a friend from a stand.	There is a green frog buying a people	forwardentailment	org
164	127	7	A green frog buys a people from a stand.	There is a green frog buying a friend	forwardentailment	org
164	127	8	A friend	A people	forwardentailment	org
164	127	8	A people	A friend	forwardentailment	org
165	127	0	The friends is photographed with a camera	There is a three million people present	independent	add
165	127	0	The three million people is photographed with a camera	There is a friends present	independent	add
165	127	1	The friends is in the water	The three million people is wet	independent	add
165	127	1	The three million people is in the water	The friends is wet	independent	add
165	127	2	A friends is outside near a campfire at night	There is a three million people outside	independent	add
165	127	2	A three million people is outside near a campfire at night	There is a friends outside	independent	add
165	127	3	A young woman is looking at a friends with a binocular	A three million people is looked at by a woman	independent	add
165	127	3	A young woman is looking at a three million people with a binocular	A friends is looked at by a woman	independent	add
165	127	4	Several people are moving towards the friends	There is a group of people near the three million people	independent	add
165	127	4	Several people are moving towards the three million people	There is a group of people near the friends	independent	add
165	127	5	A bald man standing to the side of a friends	The man stands near a three million people.	independent	add
165	127	5	A bald man standing to the side of a three million people	The man stands near a friends.	independent	add
165	127	6	A kid fetches a friends by a tree in the yard.	a kid gets a three million people	independent	add
165	127	6	A kid fetches a three million people by a tree in the yard.	a kid gets a friends	independent	add
165	127	7	A green frog buys a friends from a stand.	There is a green frog buying a three million people	independent	add
165	127	7	A green frog buys a three million people from a stand.	There is a green frog buying a friends	independent	add
165	127	8	A friends	A three million people	independent	add
165	127	8	A three million people	A friends	independent	add
166	129	0	The front is photographed with a camera	There is a panel present	independent	org
166	129	0	The panel is photographed with a camera	There is a front present	independent	org
166	129	1	The front is in the water	The panel is wet	independent	org
166	129	1	The panel is in the water	The front is wet	independent	org
166	129	2	A front is outside near a campfire at night	There is a panel outside	independent	org
166	129	2	A panel is outside near a campfire at night	There is a front outside	independent	org
166	129	3	A young woman is looking at a front with a binocular	A panel is looked at by a woman	independent	org
166	129	3	A young woman is looking at a panel with a binocular	A front is looked at by a woman	independent	org
166	129	4	Several people are moving towards the front	There is a group of people near the panel	independent	org
166	129	4	Several people are moving towards the panel	There is a group of people near the front	independent	org
166	129	5	A bald man standing to the side of a front	The man stands near a panel.	independent	org
166	129	5	A bald man standing to the side of a panel	The man stands near a front.	independent	org
166	129	6	A kid fetches a front by a tree in the yard.	a kid gets a panel	independent	org
166	129	6	A kid fetches a panel by a tree in the yard.	a kid gets a front	independent	org
166	129	7	A green frog buys a front from a stand.	There is a green frog buying a panel	independent	org
166	129	7	A green frog buys a panel from a stand.	There is a green frog buying a front	independent	org
166	129	8	A front	A panel	independent	org
166	129	8	A panel	A front	independent	org
167	130	0	The front is photographed with a camera	There is a street present	independent	org
167	130	0	The street is photographed with a camera	There is a front present	independent	org
167	130	1	The front is in the water	The street is wet	independent	org
167	130	1	The street is in the water	The front is wet	independent	org
167	130	2	A front is outside near a campfire at night	There is a street outside	independent	org
167	130	2	A street is outside near a campfire at night	There is a front outside	independent	org
167	130	3	A young woman is looking at a front with a binocular	A street is looked at by a woman	independent	org
167	130	3	A young woman is looking at a street with a binocular	A front is looked at by a woman	independent	org
167	130	4	Several people are moving towards the front	There is a group of people near the street	independent	org
167	130	4	Several people are moving towards the street	There is a group of people near the front	independent	org
167	130	5	A bald man standing to the side of a front	The man stands near a street.	independent	org
167	130	5	A bald man standing to the side of a street	The man stands near a front.	independent	org
167	130	6	A kid fetches a front by a tree in the yard.	a kid gets a street	independent	org
167	130	6	A kid fetches a street by a tree in the yard.	a kid gets a front	independent	org
167	130	7	A green frog buys a front from a stand.	There is a green frog buying a street	independent	org
167	130	7	A green frog buys a street from a stand.	There is a green frog buying a front	independent	org
167	130	8	A front	A street	independent	org
167	130	8	A street	A front	independent	org
168	132	0	The fun is photographed with a camera	There is a swing present	independent	org
168	132	0	The swing is photographed with a camera	There is a fun present	independent	org
168	132	1	The fun is in the water	The swing is wet	independent	org
168	132	1	The swing is in the water	The fun is wet	independent	org
168	132	2	A fun is outside near a campfire at night	There is a swing outside	independent	org
168	132	2	A swing is outside near a campfire at night	There is a fun outside	independent	org
168	132	3	A young woman is looking at a fun with a binocular	A swing is looked at by a woman	independent	org
168	132	3	A young woman is looking at a swing with a binocular	A fun is looked at by a woman	independent	org
168	132	4	Several people are moving towards the fun	There is a group of people near the swing	independent	org
168	132	4	Several people are moving towards the swing	There is a group of people near the fun	independent	org
168	132	5	A bald man standing to the side of a fun	The man stands near a swing.	independent	org
168	132	5	A bald man standing to the side of a swing	The man stands near a fun.	independent	org
168	132	6	A kid fetches a fun by a tree in the yard.	a kid gets a swing	independent	org
168	132	6	A kid fetches a swing by a tree in the yard.	a kid gets a fun	independent	org
168	132	7	A green frog buys a fun from a stand.	There is a green frog buying a swing	independent	org
168	132	7	A green frog buys a swing from a stand.	There is a green frog buying a fun	independent	org
168	132	8	A fun	A swing	independent	org
168	132	8	A swing	A fun	independent	org
169	133	0	The garage is photographed with a camera	There is a park present	disjoint	org
169	133	0	The park is photographed with a camera	There is a garage present	disjoint	org
169	133	1	The garage is in the water	The park is wet	disjoint	org
169	133	1	The park is in the water	The garage is wet	disjoint	org
169	133	2	A garage is outside near a campfire at night	There is a park outside	disjoint	org
169	133	2	A park is outside near a campfire at night	There is a garage outside	disjoint	org
169	133	3	A young woman is looking at a garage with a binocular	A park is looked at by a woman	disjoint	org
169	133	3	A young woman is looking at a park with a binocular	A garage is looked at by a woman	disjoint	org
169	133	4	Several people are moving towards the garage	There is a group of people near the park	disjoint	org
169	133	4	Several people are moving towards the park	There is a group of people near the garage	disjoint	org
169	133	5	A bald man standing to the side of a garage	The man stands near a park.	disjoint	org
169	133	5	A bald man standing to the side of a park	The man stands near a garage.	disjoint	org
169	133	6	A kid fetches a garage by a tree in the yard.	a kid gets a park	disjoint	org
169	133	6	A kid fetches a park by a tree in the yard.	a kid gets a garage	disjoint	org
169	133	7	A green frog buys a garage from a stand.	There is a green frog buying a park	disjoint	org
169	133	7	A green frog buys a park from a stand.	There is a green frog buying a garage	disjoint	org
169	133	8	A garage	A park	disjoint	org
169	133	8	A park	A garage	disjoint	org
170	133	0	The garage is photographed with a camera	There is a amusement park present	disjoint	add
170	133	0	The amusement park is photographed with a camera	There is a garage present	disjoint	add
170	133	1	The garage is in the water	The amusement park is wet	disjoint	add
170	133	1	The amusement park is in the water	The garage is wet	disjoint	add
170	133	2	A garage is outside near a campfire at night	There is a amusement park outside	disjoint	add
170	133	2	A amusement park is outside near a campfire at night	There is a garage outside	disjoint	add
170	133	3	A young woman is looking at a garage with a binocular	A amusement park is looked at by a woman	disjoint	add
170	133	3	A young woman is looking at a amusement park with a binocular	A garage is looked at by a woman	disjoint	add
170	133	4	Several people are moving towards the garage	There is a group of people near the amusement park	disjoint	add
170	133	4	Several people are moving towards the amusement park	There is a group of people near the garage	disjoint	add
