CombID	SenID	templatenum	prem	hyp	label
128	90	7	A green frog buys a first snow from a stand.	There is a green frog buying a coat	disjoint
128	90	8	A coat	A first snow	disjoint
128	90	8	A first snow	A coat	disjoint
129	91	0	The competition is photographed with a camera	There is a track present	independent
129	91	0	The track is photographed with a camera	There is a competition present	independent
129	91	1	The competition is in the water	The track is wet	independent
129	91	1	The track is in the water	The competition is wet	independent
129	91	2	A competition is outside near a campfire at night	There is a track outside	independent
129	91	2	A track is outside near a campfire at night	There is a competition outside	independent
129	91	3	A young woman is looking at a competition with a binocular	A track is looked at by a woman	independent
129	91	3	A young woman is looking at a track with a binocular	A competition is looked at by a woman	independent
129	91	4	Several people are moving towards the competition	There is a group of people near the track	independent
129	91	4	Several people are moving towards the track	There is a group of people near the competition	independent
129	91	5	A bald man standing to the side of a competition	The man stands near a track.	independent
129	91	5	A bald man standing to the side of a track	The man stands near a competition.	independent
129	91	6	A kid fetches a competition by a tree in the yard.	a kid gets a track	independent
129	91	6	A kid fetches a track by a tree in the yard.	a kid gets a competition	independent
129	91	7	A green frog buys a competition from a stand.	There is a green frog buying a track	independent
129	91	7	A green frog buys a track from a stand.	There is a green frog buying a competition	independent
129	91	8	A competition	A track	independent
129	91	8	A track	A competition	independent
130	91	0	The inter-modal competition is photographed with a camera	There is a track present	disjoint
130	91	0	The track is photographed with a camera	There is a inter-modal competition present	disjoint
130	91	1	The inter-modal competition is in the water	The track is wet	disjoint
130	91	1	The track is in the water	The inter-modal competition is wet	disjoint
130	91	2	A inter-modal competition is outside near a campfire at night	There is a track outside	disjoint
130	91	2	A track is outside near a campfire at night	There is a inter-modal competition outside	disjoint
130	91	3	A young woman is looking at a inter-modal competition with a binocular	A track is looked at by a woman	disjoint
130	91	3	A young woman is looking at a track with a binocular	A inter-modal competition is looked at by a woman	disjoint
130	91	4	Several people are moving towards the inter-modal competition	There is a group of people near the track	disjoint
130	91	4	Several people are moving towards the track	There is a group of people near the inter-modal competition	disjoint
130	91	5	A bald man standing to the side of a inter-modal competition	The man stands near a track.	disjoint
130	91	5	A bald man standing to the side of a track	The man stands near a inter-modal competition.	disjoint
130	91	6	A kid fetches a inter-modal competition by a tree in the yard.	a kid gets a track	disjoint
130	91	6	A kid fetches a track by a tree in the yard.	a kid gets a inter-modal competition	disjoint
130	91	7	A green frog buys a inter-modal competition from a stand.	There is a green frog buying a track	disjoint
130	91	7	A green frog buys a track from a stand.	There is a green frog buying a inter-modal competition	disjoint
130	91	8	A inter-modal competition	A track	disjoint
130	91	8	A track	A inter-modal competition	disjoint
131	93	0	The conversation is photographed with a camera	There is a talk present	synonym
131	93	0	The talk is photographed with a camera	There is a conversation present	synonym
131	93	1	The conversation is in the water	The talk is wet	synonym
131	93	1	The talk is in the water	The conversation is wet	synonym
131	93	2	A conversation is outside near a campfire at night	There is a talk outside	synonym
131	93	2	A talk is outside near a campfire at night	There is a conversation outside	synonym
131	93	3	A young woman is looking at a conversation with a binocular	A talk is looked at by a woman	synonym
131	93	3	A young woman is looking at a talk with a binocular	A conversation is looked at by a woman	synonym
131	93	4	Several people are moving towards the conversation	There is a group of people near the talk	synonym
131	93	4	Several people are moving towards the talk	There is a group of people near the conversation	synonym
131	93	5	A bald man standing to the side of a conversation	The man stands near a talk.	synonym
131	93	5	A bald man standing to the side of a talk	The man stands near a conversation.	synonym
131	93	6	A kid fetches a conversation by a tree in the yard.	a kid gets a talk	synonym
131	93	6	A kid fetches a talk by a tree in the yard.	a kid gets a conversation	synonym
131	93	7	A green frog buys a conversation from a stand.	There is a green frog buying a talk	synonym
131	93	7	A green frog buys a talk from a stand.	There is a green frog buying a conversation	synonym
131	93	8	A conversation	A talk	synonym
131	93	8	A talk	A conversation	synonym
132	94	0	The counter is photographed with a camera	There is a shop present	alternation
132	94	0	The shop is photographed with a camera	There is a counter present	alternation
132	94	1	The counter is in the water	The shop is wet	alternation
132	94	1	The shop is in the water	The counter is wet	alternation
132	94	2	A counter is outside near a campfire at night	There is a shop outside	alternation
132	94	2	A shop is outside near a campfire at night	There is a counter outside	alternation
132	94	3	A young woman is looking at a counter with a binocular	A shop is looked at by a woman	alternation
132	94	3	A young woman is looking at a shop with a binocular	A counter is looked at by a woman	alternation
132	94	4	Several people are moving towards the counter	There is a group of people near the shop	alternation
132	94	4	Several people are moving towards the shop	There is a group of people near the counter	alternation
132	94	5	A bald man standing to the side of a counter	The man stands near a shop.	alternation
132	94	5	A bald man standing to the side of a shop	The man stands near a counter.	alternation
132	94	6	A kid fetches a counter by a tree in the yard.	a kid gets a shop	alternation
132	94	6	A kid fetches a shop by a tree in the yard.	a kid gets a counter	alternation
132	94	7	A green frog buys a counter from a stand.	There is a green frog buying a shop	alternation
132	94	7	A green frog buys a shop from a stand.	There is a green frog buying a counter	alternation
132	94	8	A counter	A shop	alternation
132	94	8	A shop	A counter	alternation
133	94	0	The counter is photographed with a camera	There is a many shops present	independent
133	94	0	The many shops is photographed with a camera	There is a counter present	independent
133	94	1	The counter is in the water	The many shops is wet	independent
133	94	1	The many shops is in the water	The counter is wet	independent
133	94	2	A counter is outside near a campfire at night	There is a many shops outside	independent
133	94	2	A many shops is outside near a campfire at night	There is a counter outside	independent
133	94	3	A young woman is looking at a counter with a binocular	A many shops is looked at by a woman	independent
133	94	3	A young woman is looking at a many shops with a binocular	A counter is looked at by a woman	independent
133	94	4	Several people are moving towards the counter	There is a group of people near the many shops	independent
133	94	4	Several people are moving towards the many shops	There is a group of people near the counter	independent
133	94	5	A bald man standing to the side of a counter	The man stands near a many shops.	independent
133	94	5	A bald man standing to the side of a many shops	The man stands near a counter.	independent
133	94	6	A kid fetches a counter by a tree in the yard.	a kid gets a many shops	independent
133	94	6	A kid fetches a many shops by a tree in the yard.	a kid gets a counter	independent
133	94	7	A green frog buys a counter from a stand.	There is a green frog buying a many shops	independent
133	94	7	A green frog buys a many shops from a stand.	There is a green frog buying a counter	independent
133	94	8	A counter	A many shops	independent
133	94	8	A many shops	A counter	independent
134	95	0	The couple is photographed with a camera	There is a married present	reverseentailment
134	95	0	The married is photographed with a camera	There is a couple present	reverseentailment
134	95	1	The couple is in the water	The married is wet	reverseentailment
134	95	1	The married is in the water	The couple is wet	reverseentailment
134	95	2	A couple is outside near a campfire at night	There is a married outside	reverseentailment
134	95	2	A married is outside near a campfire at night	There is a couple outside	reverseentailment
134	95	3	A young woman is looking at a couple with a binocular	A married is looked at by a woman	reverseentailment
134	95	3	A young woman is looking at a married with a binocular	A couple is looked at by a woman	reverseentailment
134	95	4	Several people are moving towards the couple	There is a group of people near the married	reverseentailment
134	95	4	Several people are moving towards the married	There is a group of people near the couple	reverseentailment
134	95	5	A bald man standing to the side of a couple	The man stands near a married.	reverseentailment
134	95	5	A bald man standing to the side of a married	The man stands near a couple.	reverseentailment
134	95	6	A kid fetches a couple by a tree in the yard.	a kid gets a married	reverseentailment
134	95	6	A kid fetches a married by a tree in the yard.	a kid gets a couple	reverseentailment
134	95	7	A green frog buys a couple from a stand.	There is a green frog buying a married	reverseentailment
134	95	7	A green frog buys a married from a stand.	There is a green frog buying a couple	reverseentailment
134	95	8	A couple	A married	reverseentailment
134	95	8	A married	A couple	reverseentailment
135	96	0	The cross is photographed with a camera	There is a walk present	forwardentailment
135	96	0	The walk is photographed with a camera	There is a cross present	forwardentailment
135	96	1	The cross is in the water	The walk is wet	forwardentailment
135	96	1	The walk is in the water	The cross is wet	forwardentailment
135	96	2	A cross is outside near a campfire at night	There is a walk outside	forwardentailment
135	96	2	A walk is outside near a campfire at night	There is a cross outside	forwardentailment
135	96	3	A young woman is looking at a cross with a binocular	A walk is looked at by a woman	forwardentailment
135	96	3	A young woman is looking at a walk with a binocular	A cross is looked at by a woman	forwardentailment
135	96	4	Several people are moving towards the cross	There is a group of people near the walk	forwardentailment
135	96	4	Several people are moving towards the walk	There is a group of people near the cross	forwardentailment
135	96	5	A bald man standing to the side of a cross	The man stands near a walk.	forwardentailment
135	96	5	A bald man standing to the side of a walk	The man stands near a cross.	forwardentailment
135	96	6	A kid fetches a cross by a tree in the yard.	a kid gets a walk	forwardentailment
135	96	6	A kid fetches a walk by a tree in the yard.	a kid gets a cross	forwardentailment
135	96	7	A green frog buys a cross from a stand.	There is a green frog buying a walk	forwardentailment
135	96	7	A green frog buys a walk from a stand.	There is a green frog buying a cross	forwardentailment
135	96	8	A cross	A walk	forwardentailment
135	96	8	A walk	A cross	forwardentailment
136	97	0	The crowd is photographed with a camera	There is a person present	alternation
136	97	0	The person is photographed with a camera	There is a crowd present	alternation
136	97	1	The crowd is in the water	The person is wet	alternation
136	97	1	The person is in the water	The crowd is wet	alternation
136	97	2	A crowd is outside near a campfire at night	There is a person outside	alternation
136	97	2	A person is outside near a campfire at night	There is a crowd outside	alternation
136	97	3	A young woman is looking at a crowd with a binocular	A person is looked at by a woman	alternation
136	97	3	A young woman is looking at a person with a binocular	A crowd is looked at by a woman	alternation
136	97	4	Several people are moving towards the crowd	There is a group of people near the person	alternation
136	97	4	Several people are moving towards the person	There is a group of people near the crowd	alternation
136	97	5	A bald man standing to the side of a crowd	The man stands near a person.	alternation
136	97	5	A bald man standing to the side of a person	The man stands near a crowd.	alternation
136	97	6	A kid fetches a crowd by a tree in the yard.	a kid gets a person	alternation
136	97	6	A kid fetches a person by a tree in the yard.	a kid gets a crowd	alternation
136	97	7	A green frog buys a crowd from a stand.	There is a green frog buying a person	alternation
136	97	7	A green frog buys a person from a stand.	There is a green frog buying a crowd	alternation
136	97	8	A crowd	A person	alternation
136	97	8	A person	A crowd	alternation
137	99	0	The daughter is photographed with a camera	There is a father present	alternation
137	99	0	The father is photographed with a camera	There is a daughter present	alternation
137	99	1	The daughter is in the water	The father is wet	alternation
137	99	1	The father is in the water	The daughter is wet	alternation
137	99	2	A daughter is outside near a campfire at night	There is a father outside	alternation
137	99	2	A father is outside near a campfire at night	There is a daughter outside	alternation
137	99	3	A young woman is looking at a daughter with a binocular	A father is looked at by a woman	alternation
137	99	3	A young woman is looking at a father with a binocular	A daughter is looked at by a woman	alternation
137	99	4	Several people are moving towards the daughter	There is a group of people near the father	alternation
137	99	4	Several people are moving towards the father	There is a group of people near the daughter	alternation
137	99	5	A bald man standing to the side of a daughter	The man stands near a father.	alternation
137	99	5	A bald man standing to the side of a father	The man stands near a daughter.	alternation
137	99	6	A kid fetches a daughter by a tree in the yard.	a kid gets a father	alternation
137	99	6	A kid fetches a father by a tree in the yard.	a kid gets a daughter	alternation
137	99	7	A green frog buys a daughter from a stand.	There is a green frog buying a father	alternation
137	99	7	A green frog buys a father from a stand.	There is a green frog buying a daughter	alternation
137	99	8	A daughter	A father	alternation
137	99	8	A father	A daughter	alternation
138	100	0	The daughter is photographed with a camera	There is a girl present	forwardentailment
138	100	0	The girl is photographed with a camera	There is a daughter present	forwardentailment
138	100	1	The daughter is in the water	The girl is wet	forwardentailment
138	100	1	The girl is in the water	The daughter is wet	forwardentailment
138	100	2	A daughter is outside near a campfire at night	There is a girl outside	forwardentailment
138	100	2	A girl is outside near a campfire at night	There is a daughter outside	forwardentailment
138	100	3	A young woman is looking at a daughter with a binocular	A girl is looked at by a woman	forwardentailment
138	100	3	A young woman is looking at a girl with a binocular	A daughter is looked at by a woman	forwardentailment
138	100	4	Several people are moving towards the daughter	There is a group of people near the girl	forwardentailment
138	100	4	Several people are moving towards the girl	There is a group of people near the daughter	forwardentailment
138	100	5	A bald man standing to the side of a daughter	The man stands near a girl.	forwardentailment
138	100	5	A bald man standing to the side of a girl	The man stands near a daughter.	forwardentailment
138	100	6	A kid fetches a daughter by a tree in the yard.	a kid gets a girl	forwardentailment
138	100	6	A kid fetches a girl by a tree in the yard.	a kid gets a daughter	forwardentailment
138	100	7	A green frog buys a daughter from a stand.	There is a green frog buying a girl	forwardentailment
138	100	7	A green frog buys a girl from a stand.	There is a green frog buying a daughter	forwardentailment
138	100	8	A daughter	A girl	forwardentailment
138	100	8	A girl	A daughter	forwardentailment
139	101	0	The daughter is photographed with a camera	There is a woman present	forwardentailment
139	101	0	The woman is photographed with a camera	There is a daughter present	forwardentailment
139	101	1	The daughter is in the water	The woman is wet	forwardentailment
139	101	1	The woman is in the water	The daughter is wet	forwardentailment
139	101	2	A daughter is outside near a campfire at night	There is a woman outside	forwardentailment
139	101	2	A woman is outside near a campfire at night	There is a daughter outside	forwardentailment
139	101	3	A young woman is looking at a daughter with a binocular	A woman is looked at by a woman	forwardentailment
139	101	3	A young woman is looking at a woman with a binocular	A daughter is looked at by a woman	forwardentailment
139	101	4	Several people are moving towards the daughter	There is a group of people near the woman	forwardentailment
139	101	4	Several people are moving towards the woman	There is a group of people near the daughter	forwardentailment
139	101	5	A bald man standing to the side of a daughter	The man stands near a woman.	forwardentailment
139	101	5	A bald man standing to the side of a woman	The man stands near a daughter.	forwardentailment
139	101	6	A kid fetches a daughter by a tree in the yard.	a kid gets a woman	forwardentailment
139	101	6	A kid fetches a woman by a tree in the yard.	a kid gets a daughter	forwardentailment
139	101	7	A green frog buys a daughter from a stand.	There is a green frog buying a woman	forwardentailment
139	101	7	A green frog buys a woman from a stand.	There is a green frog buying a daughter	forwardentailment
139	101	8	A daughter	A woman	forwardentailment
139	101	8	A woman	A daughter	forwardentailment
140	102	0	The dirt is photographed with a camera	There is a mud present	reverseentailment
140	102	0	The mud is photographed with a camera	There is a dirt present	reverseentailment
140	102	1	The dirt is in the water	The mud is wet	reverseentailment
140	102	1	The mud is in the water	The dirt is wet	reverseentailment
140	102	2	A dirt is outside near a campfire at night	There is a mud outside	reverseentailment
140	102	2	A mud is outside near a campfire at night	There is a dirt outside	reverseentailment
140	102	3	A young woman is looking at a dirt with a binocular	A mud is looked at by a woman	reverseentailment
140	102	3	A young woman is looking at a mud with a binocular	A dirt is looked at by a woman	reverseentailment
140	102	4	Several people are moving towards the dirt	There is a group of people near the mud	reverseentailment
140	102	4	Several people are moving towards the mud	There is a group of people near the dirt	reverseentailment
140	102	5	A bald man standing to the side of a dirt	The man stands near a mud.	reverseentailment
140	102	5	A bald man standing to the side of a mud	The man stands near a dirt.	reverseentailment
140	102	6	A kid fetches a dirt by a tree in the yard.	a kid gets a mud	reverseentailment
140	102	6	A kid fetches a mud by a tree in the yard.	a kid gets a dirt	reverseentailment
140	102	7	A green frog buys a dirt from a stand.	There is a green frog buying a mud	reverseentailment
140	102	7	A green frog buys a mud from a stand.	There is a green frog buying a dirt	reverseentailment
140	102	8	A dirt	A mud	reverseentailment
140	102	8	A mud	A dirt	reverseentailment
141	103	0	The dog is photographed with a camera	There is a monkey present	alternation
141	103	0	The monkey is photographed with a camera	There is a dog present	alternation
141	103	1	The dog is in the water	The monkey is wet	alternation
141	103	1	The monkey is in the water	The dog is wet	alternation
141	103	2	A dog is outside near a campfire at night	There is a monkey outside	alternation
141	103	2	A monkey is outside near a campfire at night	There is a dog outside	alternation
141	103	3	A young woman is looking at a dog with a binocular	A monkey is looked at by a woman	alternation
141	103	3	A young woman is looking at a monkey with a binocular	A dog is looked at by a woman	alternation
141	103	4	Several people are moving towards the dog	There is a group of people near the monkey	alternation
141	103	4	Several people are moving towards the monkey	There is a group of people near the dog	alternation
141	103	5	A bald man standing to the side of a dog	The man stands near a monkey.	alternation
141	103	5	A bald man standing to the side of a monkey	The man stands near a dog.	alternation
141	103	6	A kid fetches a dog by a tree in the yard.	a kid gets a monkey	alternation
141	103	6	A kid fetches a monkey by a tree in the yard.	a kid gets a dog	alternation
141	103	7	A green frog buys a dog from a stand.	There is a green frog buying a monkey	alternation
141	103	7	A green frog buys a monkey from a stand.	There is a green frog buying a dog	alternation
141	103	8	A dog	A monkey	alternation
141	103	8	A monkey	A dog	alternation
142	105	0	The doll is photographed with a camera	There is a kid present	disjoint
142	105	0	The kid is photographed with a camera	There is a doll present	disjoint
142	105	1	The doll is in the water	The kid is wet	disjoint
142	105	1	The kid is in the water	The doll is wet	disjoint
142	105	2	A doll is outside near a campfire at night	There is a kid outside	disjoint
142	105	2	A kid is outside near a campfire at night	There is a doll outside	disjoint
142	105	3	A young woman is looking at a doll with a binocular	A kid is looked at by a woman	disjoint
142	105	3	A young woman is looking at a kid with a binocular	A doll is looked at by a woman	disjoint
142	105	4	Several people are moving towards the doll	There is a group of people near the kid	disjoint
142	105	4	Several people are moving towards the kid	There is a group of people near the doll	disjoint
142	105	5	A bald man standing to the side of a doll	The man stands near a kid.	disjoint
142	105	5	A bald man standing to the side of a kid	The man stands near a doll.	disjoint
142	105	6	A kid fetches a doll by a tree in the yard.	a kid gets a kid	disjoint
142	105	6	A kid fetches a kid by a tree in the yard.	a kid gets a doll	disjoint
142	105	7	A green frog buys a doll from a stand.	There is a green frog buying a kid	disjoint
142	105	7	A green frog buys a kid from a stand.	There is a green frog buying a doll	disjoint
142	105	8	A doll	A kid	disjoint
142	105	8	A kid	A doll	disjoint
143	108	0	The earth is photographed with a camera	There is a rock present	forwardentailment
143	108	0	The rock is photographed with a camera	There is a earth present	forwardentailment
143	108	1	The earth is in the water	The rock is wet	forwardentailment
143	108	1	The rock is in the water	The earth is wet	forwardentailment
143	108	2	A earth is outside near a campfire at night	There is a rock outside	forwardentailment
143	108	2	A rock is outside near a campfire at night	There is a earth outside	forwardentailment
143	108	3	A young woman is looking at a earth with a binocular	A rock is looked at by a woman	forwardentailment
143	108	3	A young woman is looking at a rock with a binocular	A earth is looked at by a woman	forwardentailment
143	108	4	Several people are moving towards the earth	There is a group of people near the rock	forwardentailment
143	108	4	Several people are moving towards the rock	There is a group of people near the earth	forwardentailment
143	108	5	A bald man standing to the side of a earth	The man stands near a rock.	forwardentailment
143	108	5	A bald man standing to the side of a rock	The man stands near a earth.	forwardentailment
143	108	6	A kid fetches a earth by a tree in the yard.	a kid gets a rock	forwardentailment
143	108	6	A kid fetches a rock by a tree in the yard.	a kid gets a earth	forwardentailment
143	108	7	A green frog buys a earth from a stand.	There is a green frog buying a rock	forwardentailment
143	108	7	A green frog buys a rock from a stand.	There is a green frog buying a earth	forwardentailment
143	108	8	A earth	A rock	forwardentailment
143	108	8	A rock	A earth	forwardentailment
144	108	0	The earth is photographed with a camera	There is a metal groups present	independent
144	108	0	The metal groups is photographed with a camera	There is a earth present	independent
144	108	1	The earth is in the water	The metal groups is wet	independent
144	108	1	The metal groups is in the water	The earth is wet	independent
144	108	2	A earth is outside near a campfire at night	There is a metal groups outside	independent
144	108	2	A metal groups is outside near a campfire at night	There is a earth outside	independent
144	108	3	A young woman is looking at a earth with a binocular	A metal groups is looked at by a woman	independent
144	108	3	A young woman is looking at a metal groups with a binocular	A earth is looked at by a woman	independent
144	108	4	Several people are moving towards the earth	There is a group of people near the metal groups	independent
144	108	4	Several people are moving towards the metal groups	There is a group of people near the earth	independent
144	108	5	A bald man standing to the side of a earth	The man stands near a metal groups.	independent
144	108	5	A bald man standing to the side of a metal groups	The man stands near a earth.	independent
144	108	6	A kid fetches a earth by a tree in the yard.	a kid gets a metal groups	independent
144	108	6	A kid fetches a metal groups by a tree in the yard.	a kid gets a earth	independent
144	108	7	A green frog buys a earth from a stand.	There is a green frog buying a metal groups	independent
144	108	7	A green frog buys a metal groups from a stand.	There is a green frog buying a earth	independent
144	108	8	A earth	A metal groups	independent
144	108	8	A metal groups	A earth	independent
145	109	0	The earth is photographed with a camera	There is a surface present	independent
145	109	0	The surface is photographed with a camera	There is a earth present	independent
145	109	1	The earth is in the water	The surface is wet	independent
145	109	1	The surface is in the water	The earth is wet	independent
145	109	2	A earth is outside near a campfire at night	There is a surface outside	independent
145	109	2	A surface is outside near a campfire at night	There is a earth outside	independent
145	109	3	A young woman is looking at a earth with a binocular	A surface is looked at by a woman	independent
145	109	3	A young woman is looking at a surface with a binocular	A earth is looked at by a woman	independent
145	109	4	Several people are moving towards the earth	There is a group of people near the surface	independent
145	109	4	Several people are moving towards the surface	There is a group of people near the earth	independent
145	109	5	A bald man standing to the side of a earth	The man stands near a surface.	independent
145	109	5	A bald man standing to the side of a surface	The man stands near a earth.	independent
145	109	6	A kid fetches a earth by a tree in the yard.	a kid gets a surface	independent
145	109	6	A kid fetches a surface by a tree in the yard.	a kid gets a earth	independent
145	109	7	A green frog buys a earth from a stand.	There is a green frog buying a surface	independent
145	109	7	A green frog buys a surface from a stand.	There is a green frog buying a earth	independent
145	109	8	A earth	A surface	independent
145	109	8	A surface	A earth	independent
146	110	0	The eat is photographed with a camera	There is a food present	independent
146	110	0	The food is photographed with a camera	There is a eat present	independent
146	110	1	The eat is in the water	The food is wet	independent
146	110	1	The food is in the water	The eat is wet	independent
146	110	2	A eat is outside near a campfire at night	There is a food outside	independent
146	110	2	A food is outside near a campfire at night	There is a eat outside	independent
146	110	3	A young woman is looking at a eat with a binocular	A food is looked at by a woman	independent
146	110	3	A young woman is looking at a food with a binocular	A eat is looked at by a woman	independent
146	110	4	Several people are moving towards the eat	There is a group of people near the food	independent
146	110	4	Several people are moving towards the food	There is a group of people near the eat	independent
146	110	5	A bald man standing to the side of a eat	The man stands near a food.	independent
146	110	5	A bald man standing to the side of a food	The man stands near a eat.	independent
146	110	6	A kid fetches a eat by a tree in the yard.	a kid gets a food	independent
146	110	6	A kid fetches a food by a tree in the yard.	a kid gets a eat	independent
146	110	7	A green frog buys a eat from a stand.	There is a green frog buying a food	independent
146	110	7	A green frog buys a food from a stand.	There is a green frog buying a eat	independent
146	110	8	A eat	A food	independent
146	110	8	A food	A eat	independent
147	111	0	The edge is photographed with a camera	There is a mountain present	forwardentailment
147	111	0	The mountain is photographed with a camera	There is a edge present	forwardentailment
147	111	1	The edge is in the water	The mountain is wet	forwardentailment
147	111	1	The mountain is in the water	The edge is wet	forwardentailment
147	111	2	A edge is outside near a campfire at night	There is a mountain outside	forwardentailment
147	111	2	A mountain is outside near a campfire at night	There is a edge outside	forwardentailment
147	111	3	A young woman is looking at a edge with a binocular	A mountain is looked at by a woman	forwardentailment
147	111	3	A young woman is looking at a mountain with a binocular	A edge is looked at by a woman	forwardentailment
147	111	4	Several people are moving towards the edge	There is a group of people near the mountain	forwardentailment
147	111	4	Several people are moving towards the mountain	There is a group of people near the edge	forwardentailment
147	111	5	A bald man standing to the side of a edge	The man stands near a mountain.	forwardentailment
147	111	5	A bald man standing to the side of a mountain	The man stands near a edge.	forwardentailment
147	111	6	A kid fetches a edge by a tree in the yard.	a kid gets a mountain	forwardentailment
147	111	6	A kid fetches a mountain by a tree in the yard.	a kid gets a edge	forwardentailment
147	111	7	A green frog buys a edge from a stand.	There is a green frog buying a mountain	forwardentailment
147	111	7	A green frog buys a mountain from a stand.	There is a green frog buying a edge	forwardentailment
147	111	8	A edge	A mountain	forwardentailment
147	111	8	A mountain	A edge	forwardentailment
148	112	0	The father is photographed with a camera	There is a kid present	alternation
148	112	0	The kid is photographed with a camera	There is a father present	alternation
148	112	1	The father is in the water	The kid is wet	alternation
148	112	1	The kid is in the water	The father is wet	alternation
148	112	2	A father is outside near a campfire at night	There is a kid outside	alternation
148	112	2	A kid is outside near a campfire at night	There is a father outside	alternation
148	112	3	A young woman is looking at a father with a binocular	A kid is looked at by a woman	alternation
148	112	3	A young woman is looking at a kid with a binocular	A father is looked at by a woman	alternation
148	112	4	Several people are moving towards the father	There is a group of people near the kid	alternation
148	112	4	Several people are moving towards the kid	There is a group of people near the father	alternation
148	112	5	A bald man standing to the side of a father	The man stands near a kid.	alternation
148	112	5	A bald man standing to the side of a kid	The man stands near a father.	alternation
148	112	6	A kid fetches a father by a tree in the yard.	a kid gets a kid	alternation
148	112	6	A kid fetches a kid by a tree in the yard.	a kid gets a father	alternation
148	112	7	A green frog buys a father from a stand.	There is a green frog buying a kid	alternation
148	112	7	A green frog buys a kid from a stand.	There is a green frog buying a father	alternation
148	112	8	A father	A kid	alternation
148	112	8	A kid	A father	alternation
149	113	0	The field is photographed with a camera	There is a lot present	alternation
149	113	0	The lot is photographed with a camera	There is a field present	alternation
149	113	1	The field is in the water	The lot is wet	alternation
149	113	1	The lot is in the water	The field is wet	alternation
149	113	2	A field is outside near a campfire at night	There is a lot outside	alternation
149	113	2	A lot is outside near a campfire at night	There is a field outside	alternation
149	113	3	A young woman is looking at a field with a binocular	A lot is looked at by a woman	alternation
149	113	3	A young woman is looking at a lot with a binocular	A field is looked at by a woman	alternation
149	113	4	Several people are moving towards the field	There is a group of people near the lot	alternation
149	113	4	Several people are moving towards the lot	There is a group of people near the field	alternation
149	113	5	A bald man standing to the side of a field	The man stands near a lot.	alternation
149	113	5	A bald man standing to the side of a lot	The man stands near a field.	alternation
149	113	6	A kid fetches a field by a tree in the yard.	a kid gets a lot	alternation
149	113	6	A kid fetches a lot by a tree in the yard.	a kid gets a field	alternation
149	113	7	A green frog buys a field from a stand.	There is a green frog buying a lot	alternation
149	113	7	A green frog buys a lot from a stand.	There is a green frog buying a field	alternation
149	113	8	A field	A lot	alternation
149	113	8	A lot	A field	alternation
150	115	0	The field is photographed with a camera	There is a water present	alternation
150	115	0	The water is photographed with a camera	There is a field present	alternation
150	115	1	The field is in the water	The water is wet	alternation
150	115	1	The water is in the water	The field is wet	alternation
150	115	2	A field is outside near a campfire at night	There is a water outside	alternation
150	115	2	A water is outside near a campfire at night	There is a field outside	alternation
150	115	3	A young woman is looking at a field with a binocular	A water is looked at by a woman	alternation
150	115	3	A young woman is looking at a water with a binocular	A field is looked at by a woman	alternation
150	115	4	Several people are moving towards the field	There is a group of people near the water	alternation
150	115	4	Several people are moving towards the water	There is a group of people near the field	alternation
150	115	5	A bald man standing to the side of a field	The man stands near a water.	alternation
150	115	5	A bald man standing to the side of a water	The man stands near a field.	alternation
150	115	6	A kid fetches a field by a tree in the yard.	a kid gets a water	alternation
150	115	6	A kid fetches a water by a tree in the yard.	a kid gets a field	alternation
150	115	7	A green frog buys a field from a stand.	There is a green frog buying a water	alternation
150	115	7	A green frog buys a water from a stand.	There is a green frog buying a field	alternation
150	115	8	A field	A water	alternation
150	115	8	A water	A field	alternation
151	116	0	The field is photographed with a camera	There is a yard present	reverseentailment
151	116	0	The yard is photographed with a camera	There is a field present	reverseentailment
151	116	1	The field is in the water	The yard is wet	reverseentailment
151	116	1	The yard is in the water	The field is wet	reverseentailment
151	116	2	A field is outside near a campfire at night	There is a yard outside	reverseentailment
151	116	2	A yard is outside near a campfire at night	There is a field outside	reverseentailment
151	116	3	A young woman is looking at a field with a binocular	A yard is looked at by a woman	reverseentailment
151	116	3	A young woman is looking at a yard with a binocular	A field is looked at by a woman	reverseentailment
151	116	4	Several people are moving towards the field	There is a group of people near the yard	reverseentailment
151	116	4	Several people are moving towards the yard	There is a group of people near the field	reverseentailment
151	116	5	A bald man standing to the side of a field	The man stands near a yard.	reverseentailment
151	116	5	A bald man standing to the side of a yard	The man stands near a field.	reverseentailment
151	116	6	A kid fetches a field by a tree in the yard.	a kid gets a yard	reverseentailment
151	116	6	A kid fetches a yard by a tree in the yard.	a kid gets a field	reverseentailment
151	116	7	A green frog buys a field from a stand.	There is a green frog buying a yard	reverseentailment
151	116	7	A green frog buys a yard from a stand.	There is a green frog buying a field	reverseentailment
151	116	8	A field	A yard	reverseentailment
151	116	8	A yard	A field	reverseentailment
152	117	0	The fire is photographed with a camera	There is a police present	disjoint
152	117	0	The police is photographed with a camera	There is a fire present	disjoint
152	117	1	The fire is in the water	The police is wet	disjoint
152	117	1	The police is in the water	The fire is wet	disjoint
152	117	2	A fire is outside near a campfire at night	There is a police outside	disjoint
152	117	2	A police is outside near a campfire at night	There is a fire outside	disjoint
152	117	3	A young woman is looking at a fire with a binocular	A police is looked at by a woman	disjoint
152	117	3	A young woman is looking at a police with a binocular	A fire is looked at by a woman	disjoint
152	117	4	Several people are moving towards the fire	There is a group of people near the police	disjoint
152	117	4	Several people are moving towards the police	There is a group of people near the fire	disjoint
